"Physical Time: Physical Time (s)","Surface Average Rear Temp1 Monitor: Surface Average of Temperature (K)"
0.0005,873.000000000002
0.001,873.000000000013
0.0015,873.000000000051
0.002,873.000000000103
0.0025,873.000000000051
0.003,872.999999999575
0.0035,872.999999998106
0.004,872.999999994933
0.0045,872.999999989622
0.005,872.999999982866
0.0055,872.999999977959
0.006,872.999999982921
0.0065,873.000000013419
0.007,873.000000096458
0.0075,873.000000274849
0.008,873.000000612341
0.0085,873.000001199366
0.009,873.000002159209
0.00950000000000001,873.000003654466
0.01,873.000005893598
0.0105,873.000009137421
0.011,873.000013705399
0.0115,873.000019981311
0.012,873.000028418694
0.0125,873.000039545352
0.013,873.000053967126
0.0135,873.00007237082
0.014,873.000095526156
0.0145,873.000124286789
0.015,873.000159590338
0.0155,873.000202457447
0.016,873.000253989907
0.0165,873.000315367916
0.017,873.000387846473
0.0175,873.000472751039
0.018,873.000571472513
0.0185,873.000685461618
0.019,873.000816222762
0.0195,873.000965307525
0.02,873.001134307773
0.0205,873.001324848567
0.021,873.001538580922
0.0215,873.001777174471
0.022,873.002042310148
0.0225,873.002335672952
0.023,873.00265894483
0.0235,873.003013797754
0.024,873.003401887065
0.0245,873.003824845065
0.025,873.004284274959
0.0255,873.004781745131
0.026,873.005318783819
0.0265,873.005896874142
0.027,873.006517449585
0.0275,873.007181889859
0.028,873.007891517185
0.0285,873.008647593025
0.029,873.009451315168
0.0295,873.010303815295
0.03,873.011206156864
0.0305,873.012159333427
0.031,873.013164267299
0.0315,873.01422180858
0.032,873.015332734498
0.0325,873.0164977491
0.033,873.017717483193
0.0335,873.018992494595
0.034,873.020323268649
0.0345,873.021710218928
0.035,873.023153688222
0.0355,873.024653949656
0.036,873.026211167832
0.0365,873.027825520361
0.037,873.029497084159
0.0375,873.031225867773
0.038,873.033011817946
0.0385,873.034854822124
0.039,873.036754710415
0.0395,873.0387112576
0.04,873.040724185224
0.0405,873.042793163749
0.041,873.044917814733
0.0415,873.047097713083
0.042,873.049332389277
0.0425,873.05162133159
0.043,873.053963988354
0.0435,873.056359770148
0.044,873.058808052004
0.0445,873.061308175561
0.045,873.063859451214
0.0455,873.06646116018
0.046,873.069112556564
0.0465,873.071812869342
0.047,873.074561304333
0.0475,873.077357046078
0.048,873.080199259694
0.0485,873.083087092656
0.049,873.086019676524
0.0495,873.088996128619
0.05,873.092015553631
0.0505,873.095077045161
0.051,873.098179687219
0.0515,873.101322555655
0.052,873.104504719526
0.0525,873.107725242395
0.053,873.110983183606
0.0535,873.11427759945
0.054,873.117607544323
0.0545,873.120972071796
0.055,873.124370235634
0.0555,873.127801090785
0.056,873.131263694283
0.0565,873.134757106116
0.057,873.13828039006
0.0575,873.141832614426
0.058,873.145412852808
0.0585,873.149020184739
0.059,873.152653696338
0.0595,873.156312480897
0.06,873.159995639438
0.0605,873.163702281219
0.061,873.16743152421
0.0615,873.171182495542
0.062,873.174954331888
0.0625,873.178746179856
0.063,873.182557196319
0.0635,873.186386548723
0.064,873.190233415365
0.0645,873.194096985652
0.065,873.197976460309
0.0655,873.201871051612
0.066,873.205779983519
0.0665,873.20970249187
0.067,873.21363782448
0.0675,873.217585241274
0.068,873.221544014377
0.0685,873.225513428175
0.069,873.229492779387
0.0695,873.233481377087
0.07,873.237478542753
0.0705,873.241483610257
0.071,873.245495925869
0.0715000000000001,873.249514848239
0.0720000000000001,873.253539748378
0.0725000000000001,873.257570009603
0.0730000000000001,873.261605027503
0.0735000000000001,873.265644209865
0.0740000000000001,873.269686976617
0.0745000000000001,873.273732759747
0.0750000000000001,873.277781003216
0.0755000000000001,873.281831162867
0.0760000000000001,873.285882706324
0.0765000000000001,873.289935112891
0.0770000000000001,873.293987873442
0.0775000000000001,873.298040490294
0.0780000000000001,873.302092477099
0.0785000000000001,873.306143358715
0.0790000000000001,873.310192671071
0.0795000000000001,873.31423996104
0.0800000000000001,873.318284786303
0.0805000000000001,873.322326715211
0.0810000000000001,873.326365326631
0.0815000000000001,873.33040020983
0.0820000000000001,873.334430964298
0.0825000000000001,873.338457199624
0.0830000000000001,873.342478535334
0.0835000000000001,873.346494600753
0.0840000000000001,873.350505034848
0.0845000000000001,873.354509486074
0.0850000000000001,873.358507612228
0.0855000000000001,873.362499080295
0.0860000000000001,873.366483566303
0.0865000000000001,873.370460755156
0.0870000000000001,873.374430340496
0.0875000000000001,873.378392024553
0.0880000000000001,873.382345517977
0.0885000000000001,873.38629053971
0.0890000000000001,873.390226816822
0.0895000000000001,873.394154084366
0.0900000000000001,873.398072085239
0.0905000000000001,873.401980570021
0.0910000000000001,873.405879296842
0.0915000000000001,873.40976803123
0.0920000000000001,873.413646545977
0.0925000000000001,873.417514620983
0.0930000000000001,873.421372043138
0.0935000000000001,873.425218606162
0.0940000000000001,873.429054110482
0.0945000000000001,873.432878363088
0.0950000000000001,873.436691177408
0.0955000000000001,873.440492373173
0.0960000000000001,873.444281776273
0.0965000000000001,873.448059218654
0.0970000000000001,873.451824538168
0.0975000000000001,873.455577578467
0.0980000000000001,873.459318188858
0.0985000000000001,873.463046224203
0.0990000000000001,873.466761544784
0.0995000000000001,873.470464016195
0.1,873.474153509218
0.1005,873.477829899707
0.101,873.481493068492
0.1015,873.485142901248
0.102,873.488779288397
0.1025,873.492402125
0.103,873.496011310643
0.1035,873.499606749352
0.104,873.503188349471
0.1045,873.506756023574
0.105,873.510309688364
0.1055,873.513849264574
0.106,873.517374676879
0.1065,873.520885853795
0.107,873.524382727589
0.1075,873.527865234197
0.108,873.531333313129
0.1085,873.534786907381
0.109,873.538225963355
0.1095,873.541650430778
0.11,873.54506026262
0.1105,873.548455414997
0.111,873.551835847126
0.1115,873.555201521219
0.112,873.558552402418
0.1125,873.561888458726
0.113,873.565209660926
0.1135,873.56851598252
0.114,873.571807399649
0.1145,873.575083891034
0.115,873.578345437906
0.1155,873.581592023939
0.116,873.584823635191
0.1165,873.588040260034
0.117,873.5912418891
0.1175,873.59442851522
0.118,873.597600133365
0.1185,873.600756740581
0.119,873.603898335944
0.1195,873.607024920501
0.12,873.610136497219
0.1205,873.61323307092
0.121,873.616314648246
0.1215,873.619381237602
0.122,873.6224328491
0.1225,873.62546949452
0.123,873.628491187265
0.1235,873.631497942303
0.124,873.634489776137
0.1245,873.63746670674
0.125,873.640428753533
0.1255,873.643375937339
0.126,873.646308280329
0.1265,873.649225805993
0.127,873.652128539104
0.1275,873.655016505661
0.128,873.657889732875
0.1285,873.660748249118
0.129,873.663592083891
0.1295,873.666421267785
0.13,873.669235832457
0.1305,873.672035810582
0.131,873.674821235833
0.1315,873.677592142846
0.132,873.68034856718
0.1325,873.683090545298
0.133,873.685818114538
0.1335,873.68853131307
0.134,873.69123017988
0.1345,873.693914754737
0.135,873.696585078173
0.1355,873.699241191451
0.136,873.701883136532
0.1365,873.704510956066
0.137,873.707124693354
0.1375,873.709724392332
0.138,873.712310097542
0.1385,873.714881854115
0.139,873.717439707746
0.1395,873.719983704667
0.14,873.722513891635
0.1405,873.725030315907
0.141,873.727533025218
0.1415,873.730022067763
0.142,873.732497492183
0.1425,873.734959347532
0.143,873.737407683279
0.1435,873.739842549272
0.144,873.74226399573
0.1445,873.744672073222
0.145,873.747066832659
0.1455,873.749448325263
0.146,873.751816602564
0.1465,873.754171716383
0.147,873.75651371881
0.1475,873.758842662196
0.148,873.761158599136
0.1485,873.763461582458
0.149,873.765751665206
0.1495,873.768028900628
0.15,873.770293342168
0.1505,873.772545043444
0.151,873.774784058248
0.1515,873.777010440517
0.152,873.779224244342
0.1525,873.781425523945
0.153,873.783614333663
0.1535,873.785790727957
0.154,873.78795476138
0.1545,873.790106488575
0.155,873.792245964276
0.1555,873.794373243276
0.156,873.79648838044
0.1565,873.798591430684
0.157,873.800682448968
0.1575,873.802761490293
0.158,873.804828609682
0.1585,873.806883862177
0.159,873.808927302839
0.1595,873.810958986734
0.16,873.812978968916
0.1605,873.814987304435
0.161,873.816984048327
0.1615,873.8189692556
0.162,873.820942981233
0.1625,873.822905280165
0.163,873.824856207302
0.1635,873.826795817489
0.164,873.828724165525
0.1645,873.830641306143
0.165,873.832547294015
0.1655,873.834442183738
0.166,873.83632602983
0.1665,873.838198886736
0.167,873.840060808809
0.1675,873.841911850308
0.168,873.8437520654
0.1685,873.845581508155
0.169,873.847400232533
0.1695,873.849208292386
0.17,873.851005741456
0.1705,873.852792633366
0.171,873.854569021621
0.1715,873.856334959599
0.172,873.858090500549
0.1725,873.859835697598
0.173,873.861570603727
0.1735,873.863295271785
0.174,873.865009754482
0.1745,873.866714104379
0.175,873.868408373897
0.1755,873.870092615306
0.176,873.871766880717
0.1765,873.873431222094
0.177,873.875085691241
0.1775,873.876730339804
0.178,873.878365219267
0.1785,873.879990380946
0.179,873.881605875996
0.1795,873.8832117554
0.18,873.884808069976
0.1805,873.886394870361
0.181,873.887972207027
0.1815,873.889540130265
0.182,873.891098690191
0.1825,873.892647936737
0.183,873.894187919663
0.1835,873.89571868854
0.184,873.897240292756
0.1845,873.898752781519
0.185,873.900256203852
0.1855,873.901750061822
0.186,873.903235008969
0.1865,873.904711110903
0.187,873.906178397586
0.1875,873.907636901433
0.188,873.909086659937
0.1885,873.910527714048
0.189,873.911960106729
0.1895,873.913383882109
0.19,873.914799084954
0.1905,873.916205760374
0.191,873.917603953655
0.1915,873.918993710139
0.192,873.920375075164
0.1925,873.921748094012
0.193,873.92311281189
0.1935,873.924469273888
0.194,873.925817524978
0.1945,873.927157609997
0.195,873.928489573635
0.1955,873.929813460431
0.196,873.931129314756
0.1965,873.932437180825
0.197,873.933737102671
0.1975,873.93502912416
0.198,873.936313288973
0.1985,873.937589640617
0.199,873.938858222405
0.1995,873.940119077477
0.2,873.941372248769
0.2005,873.942617779042
0.201,873.943855710857
0.2015,873.945086086585
0.202,873.946308948405
0.2025,873.947524338305
0.203,873.948732298069
0.2035,873.9499328693
0.204,873.951126093393
0.2045,873.952312011555
0.205,873.953490664789
0.2055,873.954662093914
0.206,873.955826339539
0.2065,873.956983442088
0.207,873.95813344178
0.2075,873.959276378642
0.208,873.960412292503
0.2085,873.961541222997
0.209,873.962663209568
0.2095,873.963778291446
0.21,873.964886507689
0.2105,873.96598789714
0.211,873.967082498458
0.2115,873.968170350103
0.212,873.969251490344
0.2125,873.970325957254
0.213,873.971393788713
0.2135,873.972455022405
0.214,873.973509695826
0.2145,873.974557846278
0.215,873.975599510871
0.2155,873.976634726522
0.216,873.977663529959
0.2165,873.978685957722
0.217,873.979702046156
0.2175,873.980711831419
0.218,873.981715349486
0.2185,873.982712636132
0.219,873.983703726954
0.2195,873.984688657361
0.22,873.985667462571
0.2205,873.986640177619
0.221,873.987606837357
0.2215,873.98856747645
0.222,873.989522129379
0.2225,873.99047083044
0.223,873.991413613754
0.2235,873.992350513248
0.224,873.993281562676
0.2245,873.994206795612
0.225,873.995126245446
0.2255,873.996039945389
0.226,873.996947928472
0.2265,873.997850227559
0.227,873.998746875316
0.2275,873.999637904251
0.228,874.000523346688
0.2285,874.00140323478
0.229,874.002277600498
0.2295,874.003146475644
0.23,874.004009891851
0.2305,874.004867880571
0.231,874.005720473088
0.2315,874.006567700519
0.232,874.007409593805
0.2325,874.008246183721
0.233,874.009077500867
0.2335,874.009903575683
0.234,874.010724438439
0.2345,874.011540119237
0.235,874.012350648016
0.2355,874.013156054543
0.236,874.013956368426
0.2365,874.014751619108
0.237,874.015541835876
0.2375,874.01632704784
0.238,874.01710728396
0.2385,874.017882573033
0.239,874.018652943689
0.2395,874.019418424413
0.24,874.020179043517
0.2405,874.020934829164
0.241,874.021685809358
0.2415,874.02243201194
0.242,874.023173464609
0.2425,874.023910194894
0.243,874.024642230186
0.2435,874.025369597708
0.244,874.026092324536
0.2445,874.026810437594
0.245,874.027523963656
0.2455,874.02823292935
0.246,874.028937361143
0.2465,874.029637285359
0.247,874.030332728177
0.2475,874.031023715624
0.248,874.03171027358
0.2485,874.032392427787
0.249,874.033070203825
0.2495,874.033743627151
0.25,874.034412723056
0.2505,874.035077516708
0.251,874.035738033115
0.2515,874.03639429716
0.252,874.037046333572
0.2525,874.037694166945
0.253,874.038337821732
0.2535,874.038977322249
0.254,874.039612692671
0.2545,874.040243957043
0.255,874.040871139262
0.2555,874.041494263097
0.256,874.042113352181
0.2565,874.042728430011
0.257,874.043339519947
0.2575,874.04394664522
0.258,874.044549828931
0.2585,874.045149094042
0.259,874.045744463389
0.2595,874.046335959675
0.26,874.046923605476
0.2605,874.047507423235
0.261,874.048087435272
0.2615,874.048663663775
0.262,874.049236130805
0.2625,874.049804858303
0.263,874.050369868074
0.2635,874.050931181805
0.264,874.051488821058
0.2645,874.052042807269
0.265,874.052593161757
0.2655,874.053139905704
0.266,874.053683060194
0.2665,874.054222646168
0.267,874.054758684454
0.2675,874.055291195767
0.268,874.055820200694
0.2685,874.05634571971
0.269,874.056867773164
0.2695,874.057386381298
0.27,874.057901564232
0.2705,874.058413341967
0.271,874.058921734397
0.2715,874.059426761294
0.272,874.059928442321
0.2725,874.060426797025
0.273,874.060921844842
0.2735,874.061413605094
0.274,874.061902096991
0.2745,874.062387339634
0.275,874.062869352017
0.2755,874.063348153014
0.276,874.063823761403
0.2765,874.064296195844
0.277,874.064765474893
0.2775,874.065231616997
0.278,874.065694640499
0.2785,874.066154563634
0.279,874.066611404532
0.2795,874.067065181218
0.28,874.067515911611
0.2805,874.06796361353
0.281,874.068408304688
0.2815,874.068850002697
0.282,874.069288725066
0.2825,874.069724489203
0.283,874.070157312417
0.2835,874.07058721191
0.284,874.071014204794
0.2845,874.071438308075
0.285,874.071859538662
0.2855,874.072277913367
0.286,874.072693448902
0.2865,874.073106161887
0.287,874.07351606884
0.2875,874.073923186187
0.288,874.074327530254
0.2885,874.07472911728
0.289,874.075127963401
0.2895,874.075524084667
0.29,874.075917497032
0.2905,874.076308216352
0.291,874.076696258398
0.2915,874.077081638847
0.292,874.077464373286
0.2925,874.077844477206
0.293,874.078221966018
0.2935,874.078596855036
0.294,874.078969159483
0.2945,874.079338894501
0.295,874.079706075136
0.2955,874.080070716352
0.296,874.080432833029
0.2965,874.080792439947
0.297,874.081149551817
0.2975,874.081504183253
0.298,874.081856348788
0.2985,874.082206062868
0.299,874.082553339857
0.2995,874.082898194036
0.3,874.0832406396
0.3005,874.083580690665
0.301,874.083918361264
0.3015,874.084253665341
0.302,874.084586616772
0.3025,874.084917229341
0.303,874.085245516759
0.3035,874.08557149265
0.304,874.085895170564
0.3045,874.086216563973
0.305,874.086535686266
0.3055,874.086852550754
0.306,874.087167170675
0.3065,874.087479559189
0.307,874.08778972937
0.3075,874.088097694233
0.308,874.088403466703
0.3085,874.088707059628
0.309,874.089008485797
0.3095,874.089307757912
0.31,874.089604888599
0.3105,874.089899890418
0.311,874.09019277585
0.3115,874.09048355731
0.312,874.090772247132
0.3125,874.091058857585
0.313,874.091343400863
0.3135,874.091625889088
0.314,874.091906334311
0.3145,874.09218474852
0.315,874.092461143624
0.3155,874.092735531467
0.316,874.093007923819
0.3165,874.093278332389
0.317,874.093546768813
0.3175,874.09381324466
0.318,874.094077771427
0.3185,874.094340360553
0.319,874.094601023405
0.3195,874.094859771282
0.32,874.095116615418
0.3205,874.095371566983
0.321,874.09562463708
0.3215,874.095875836753
0.322,874.096125176969
0.3225,874.096372668646
0.323,874.096618322625
0.3235,874.096862149692
0.324,874.097104160566
0.3245,874.097344365904
0.325,874.097582776304
