"Physical Time: Physical Time (s)","Surface Average Rear Temp1 Monitor: Surface Average of Temperature (K)"
0.0005,1173
0.001,1173
0.0015,1173
0.002,1172.99999999999
0.0025,1172.99999999995
0.003,1172.99999999984
0.0035,1172.99999999962
0.004,1172.99999999933
0.0045,1172.99999999918
0.005,1172.9999999997
0.0055,1173.00000000201
0.006,1173.0000000081
0.0065,1173.00000002124
0.007,1173.00000004652
0.0075,1173.00000009145
0.008,1173.00000016668
0.0085,1173.0000002869
0.009,1173.00000047179
0.00950000000000001,1173.00000074711
0.01,1173.00000114591
0.0105,1173.00000170976
0.011,1173.00000249015
0.0115,1173.00000354989
0.012,1173.00000496451
0.0125,1173.00000682377
0.013,1173.00000923308
0.0135,1173.00001231492
0.014,1173.00001621018
0.0145,1173.0000210795
0.015,1173.00002710442
0.0155,1173.00003448848
0.016,1173.0000434582
0.0165,1173.00005426386
0.017,1173.00006718023
0.0175,1173.00008250702
0.018,1173.00010056929
0.0185,1173.0001217176
0.019,1173.00014632802
0.0195,1173.00017480199
0.02,1173.00020756602
0.0205,1173.00024507115
0.021,1173.00028779238
0.0215,1173.00033622784
0.022,1173.00039089788
0.0225,1173.00045234404
0.023,1173.00052112785
0.0235,1173.00059782959
0.024,1173.00068304689
0.0245,1173.00077739326
0.025,1173.00088149662
0.0255,1173.00099599767
0.026,1173.00112154827
0.0265,1173.00125880976
0.027,1173.00140845129
0.0275,1173.00157115289
0.028,1173.00174758665
0.0285,1173.00193843673
0.029,1173.00214438685
0.0295,1173.0023661197
0.03,1173.00260431558
0.0305,1173.00285965081
0.031,1173.00313279625
0.0315,1173.00342441578
0.032,1173.00373516485
0.0325,1173.00406568912
0.033,1173.00441662308
0.0335,1173.00478858888
0.034,1173.00518219505
0.0345,1173.00559803546
0.035,1173.00603668825
0.0355,1173.00649871485
0.036,1173.00698465909
0.0365,1173.00749504641
0.037,1173.00803038308
0.0375,1173.00859115553
0.038,1173.00917782977
0.0385,1173.00979085086
0.039,1173.01043064242
0.0395,1173.0110976063
0.04,1173.01179212217
0.0405,1173.01251454734
0.041,1173.0132652165
0.0415,1173.01404444163
0.042,1173.01485251187
0.0425,1173.01568969352
0.043,1173.01655623003
0.0435,1173.01745234211
0.044,1173.01837822782
0.0445,1173.01933406272
0.045,1173.02032000009
0.0455,1173.02133617117
0.046,1173.0223826854
0.0465,1173.02345963076
0.047,1173.02456707408
0.0475,1173.02570506142
0.048,1173.02687361847
0.0485,1173.0280727509
0.049,1173.02930244488
0.0495,1173.03056266745
0.05,1173.03185336706
0.0505,1173.03317447397
0.051,1173.03452590082
0.0515,1173.03590754309
0.052,1173.03731927962
0.0525,1173.03876097314
0.053,1173.04023247079
0.0535,1173.04173360465
0.054,1173.04326419228
0.0545,1173.04482403724
0.055,1173.04641292963
0.0555,1173.04803064665
0.056,1173.04967695308
0.0565,1173.05135160186
0.057,1173.05305433458
0.0575,1173.05478488202
0.058,1173.05654296465
0.0585,1173.05832829316
0.059,1173.06014056894
0.0595,1173.06197948457
0.06,1173.06384472434
0.0605,1173.06573596469
0.061,1173.0676528747
0.0615,1173.06959511654
0.062,1173.07156234592
0.0625,1173.07355421252
0.063,1173.07557036047
0.0635,1173.07761042869
0.064,1173.07967405135
0.0645,1173.08176085827
0.065,1173.08387047527
0.0655,1173.08600252458
0.066,1173.0881566252
0.0665,1173.09033239324
0.067,1173.09252944227
0.0675,1173.09474738365
0.068,1173.09698582688
0.0685,1173.09924437985
0.069,1173.1015226492
0.0695,1173.10382024058
0.07,1173.10613675893
0.0705,1173.10847180875
0.071,1173.11082499436
0.0715000000000001,1173.11319592018
0.0720000000000001,1173.11558419089
0.0725000000000001,1173.11798941174
0.0730000000000001,1173.12041118874
0.0735000000000001,1173.12284912885
0.0740000000000001,1173.12530284019
0.0745000000000001,1173.12777193227
0.0750000000000001,1173.13025601611
0.0755000000000001,1173.13275470448
0.0760000000000001,1173.13526761201
0.0765000000000001,1173.13779435538
0.0770000000000001,1173.14033455347
0.0775000000000001,1173.14288782747
0.0780000000000001,1173.14545380108
0.0785000000000001,1173.14803210056
0.0790000000000001,1173.15062235492
0.0795000000000001,1173.15322419598
0.0800000000000001,1173.15583725851
0.0805000000000001,1173.15846118032
0.0810000000000001,1173.16109560236
0.0815000000000001,1173.16374016879
0.0820000000000001,1173.16639452709
0.0825000000000001,1173.16905832812
0.0830000000000001,1173.17173122619
0.0835000000000001,1173.17441287913
0.0840000000000001,1173.17710294837
0.0845000000000001,1173.17980109895
0.0850000000000001,1173.18250699961
0.0855000000000001,1173.18522032284
0.0860000000000001,1173.18794074489
0.0865000000000001,1173.19066794584
0.0870000000000001,1173.1934016096
0.0875000000000001,1173.19614142399
0.0880000000000001,1173.19888708071
0.0885000000000001,1173.20163827541
0.0890000000000001,1173.20439470768
0.0895000000000001,1173.20715608107
0.0900000000000001,1173.20992210312
0.0905000000000001,1173.21269248535
0.0910000000000001,1173.21546694327
0.0915000000000001,1173.21824519641
0.0920000000000001,1173.22102696828
0.0925000000000001,1173.22381198639
0.0930000000000001,1173.22659998226
0.0935000000000001,1173.22939069139
0.0940000000000001,1173.23218385326
0.0945000000000001,1173.23497921134
0.0950000000000001,1173.23777651304
0.0955000000000001,1173.24057550972
0.0960000000000001,1173.24337595668
0.0965000000000001,1173.24617761312
0.0970000000000001,1173.24898024216
0.0975000000000001,1173.25178361078
0.0980000000000001,1173.25458748979
0.0985000000000001,1173.25739165386
0.0990000000000001,1173.26019588146
0.0995000000000001,1173.26299995484
0.1,1173.26580365998
0.1005,1173.26860678662
0.101,1173.27140912816
0.1015,1173.27421048171
0.102,1173.27701064797
0.1025,1173.27980943127
0.103,1173.28260663952
0.1035,1173.28540208415
0.104,1173.28819558011
0.1045,1173.29098694582
0.105,1173.29377600312
0.1055,1173.2965625773
0.106,1173.29934649697
0.1065,1173.3021275941
0.107,1173.30490570394
0.1075,1173.30768066502
0.108,1173.31045231907
0.1085,1173.31322051104
0.109,1173.31598508898
0.1095,1173.31874590411
0.11,1173.32150281069
0.1105,1173.32425566601
0.111,1173.32700433039
0.1115,1173.3297486671
0.112,1173.33248854232
0.1125,1173.33522382514
0.113,1173.33795438749
0.1135,1173.34068010412
0.114,1173.34340085253
0.1145,1173.346116513
0.115,1173.34882696846
0.1155,1173.35153210455
0.116,1173.35423180951
0.1165,1173.35692597417
0.117,1173.35961449193
0.1175,1173.36229725868
0.118,1173.36497417282
0.1185,1173.36764513517
0.119,1173.37031004897
0.1195,1173.37296881982
0.12,1173.37562135569
0.1205,1173.3782675668
0.121,1173.38090736569
0.1215,1173.38354066709
0.122,1173.38616738797
0.1225,1173.38878744742
0.123,1173.3914007667
0.1235,1173.39400726914
0.124,1173.39660688015
0.1245,1173.39919952717
0.125,1173.40178513962
0.1255,1173.40436364892
0.126,1173.40693498841
0.1265,1173.40949909331
0.127,1173.41205590076
0.1275,1173.41460534969
0.128,1173.41714738089
0.1285,1173.4196819369
0.129,1173.42220896201
0.1295,1173.42472840226
0.13,1173.42724020535
0.1305,1173.42974432067
0.131,1173.43224069922
0.1315,1173.43472929363
0.132,1173.4372100581
0.1325,1173.43968294838
0.133,1173.44214792175
0.1335,1173.44460493699
0.134,1173.44705395435
0.1345,1173.44949493552
0.135,1173.45192784362
0.1355,1173.45435264316
0.136,1173.45676930002
0.1365,1173.45917778143
0.137,1173.46157805594
0.1375,1173.46397009338
0.138,1173.46635386488
0.1385,1173.46872934281
0.139,1173.47109650075
0.1395,1173.47345531352
0.14,1173.47580575709
0.1405,1173.4781478086
0.141,1173.48048144634
0.1415,1173.48280664969
0.142,1173.48512339916
0.1425,1173.4874316763
0.143,1173.48973146374
0.1435,1173.49202274514
0.144,1173.49430550516
0.1445,1173.49657972947
0.145,1173.4988454047
0.1455,1173.50110251846
0.146,1173.50335105928
0.1465,1173.50559101661
0.147,1173.5078223808
0.1475,1173.5100451431
0.148,1173.5122592956
0.1485,1173.51446483126
0.149,1173.51666174386
0.1495,1173.518850028
0.15,1173.52102967907
0.1505,1173.52320069325
0.151,1173.52536306748
0.1515,1173.52751679947
0.152,1173.52966188763
0.1525,1173.53179833111
0.153,1173.53392612977
0.1535,1173.53604528415
0.154,1173.53815548573
0.1545,1173.54025705124
0.155,1173.54235001161
0.1555,1173.54443436655
0.156,1173.54651011306
0.1565,1173.54857725012
0.157,1173.55063577893
0.1575,1173.55268570241
0.158,1173.5547270248
0.1585,1173.55675975142
0.159,1173.55878388846
0.1595,1173.56079944287
0.16,1173.56280642227
0.1605,1173.56480483491
0.161,1173.56679468963
0.1615,1173.5687759958
0.162,1173.57074876332
0.1625,1173.57271300261
0.163,1173.57466872456
0.1635,1173.57661594053
0.164,1173.57855466235
0.1645,1173.58048490227
0.165,1173.582406673
0.1655,1173.58431998763
0.166,1173.58622485968
0.1665,1173.58812130306
0.167,1173.59000933206
0.1675,1173.59188896134
0.168,1173.59376020594
0.1685,1173.59562308122
0.169,1173.59747760294
0.1695,1173.59932378713
0.17,1173.60116165019
0.1705,1173.60299120883
0.171,1173.60481248006
0.1715,1173.60662548119
0.172,1173.60843022984
0.1725,1173.61022674389
0.173,1173.61201504151
0.1735,1173.61379514114
0.174,1173.61556706149
0.1745,1173.6173308215
0.175,1173.61908644038
0.1755,1173.62083393757
0.176,1173.62257333275
0.1765,1173.62430464582
0.177,1173.6260278969
0.1775,1173.62774310633
0.178,1173.62945029465
0.1785,1173.63114948262
0.179,1173.63284069116
0.1795,1173.63452394142
0.18,1173.63619925471
0.1805,1173.63786665251
0.181,1173.6395261565
0.1815,1173.6411777885
0.182,1173.64282157051
0.1825,1173.64445752467
0.183,1173.64608567328
0.1835,1173.6477060388
0.184,1173.64931864379
0.1845,1173.650923511
0.185,1173.65252066326
0.1855,1173.65411012355
0.186,1173.65569191499
0.1865,1173.65726606079
0.187,1173.65883258427
0.1875,1173.66039150888
0.188,1173.66194285817
0.1885,1173.66348665577
0.189,1173.66502292543
0.1895,1173.66655169098
0.19,1173.66807297634
0.1905,1173.66958680552
0.191,1173.6710932026
0.1915,1173.67259219174
0.192,1173.67408379719
0.1925,1173.67556804324
0.193,1173.67704495427
0.1935,1173.67851455471
0.194,1173.67997686905
0.1945,1173.68143192185
0.195,1173.68287973771
0.1955,1173.68432034129
0.196,1173.68575375727
0.1965,1173.68718001041
0.197,1173.68859912549
0.1975,1173.69001112734
0.198,1173.6914160408
0.1985,1173.69281389078
0.199,1173.69420470218
0.1995,1173.69558849996
0.2,1173.69696530908
0.2005,1173.69833515455
0.201,1173.69969806137
0.2015,1173.70105405456
0.202,1173.70240315918
0.2025,1173.70374540028
0.203,1173.70508080293
0.2035,1173.70640939219
0.204,1173.70773119316
0.2045,1173.7090462309
0.205,1173.7103545305
0.2055,1173.71165611704
0.206,1173.71295101561
0.2065,1173.71423925128
0.207,1173.71552084912
0.2075,1173.71679583418
0.208,1173.71806423151
0.2085,1173.71932606616
0.209,1173.72058136314
0.2095,1173.72183014747
0.21,1173.72307244412
0.2105,1173.72430827808
0.211,1173.72553767428
0.2115,1173.72676065767
0.212,1173.72797725314
0.2125,1173.72918748557
0.213,1173.73039137982
0.2135,1173.7315889607
0.214,1173.73278025302
0.2145,1173.73396528154
0.215,1173.73514407098
0.2155,1173.73631664605
0.216,1173.73748303142
0.2165,1173.73864325169
0.217,1173.73979733148
0.2175,1173.74094529533
0.218,1173.74208716775
0.2185,1173.74322297321
0.219,1173.74435273615
0.2195,1173.74547648095
0.22,1173.74659423195
0.2205,1173.74770601346
0.221,1173.74881184972
0.2215,1173.74991176495
0.222,1173.7510057833
0.2225,1173.75209392887
0.223,1173.75317622574
0.2235,1173.75425269791
0.224,1173.75532336934
0.2245,1173.75638826394
0.225,1173.75744740556
0.2255,1173.75850081799
0.226,1173.759548525
0.2265,1173.76059055026
0.227,1173.76162691742
0.2275,1173.76265765004
0.228,1173.76368277166
0.2285,1173.76470230574
0.229,1173.76571627568
0.2295,1173.76672470482
0.23,1173.76772761646
0.2305,1173.76872503383
0.231,1173.76971698007
0.2315,1173.77070347831
0.232,1173.77168455159
0.2325,1173.77266022287
0.233,1173.77363051509
0.2335,1173.77459545109
0.234,1173.77555505366
0.2345,1173.77650934553
0.235,1173.77745834936
0.2355,1173.77840208775
0.236,1173.77934058323
0.2365,1173.78027385826
0.237,1173.78120193524
0.2375,1173.78212483649
0.238,1173.7830425843
0.2385,1173.78395520084
0.239,1173.78486270826
0.2395,1173.78576512862
0.24,1173.7866624839
0.2405,1173.78755479603
0.241,1173.78844208687
0.2415,1173.78932437821
0.242,1173.79020169176
0.2425,1173.79107404917
0.243,1173.79194147203
0.2435,1173.79280398182
0.244,1173.79366160001
0.2445,1173.79451434795
0.245,1173.79536224694
0.2455,1173.7962053182
0.246,1173.7970435829
0.2465,1173.79787706211
0.247,1173.79870577686
0.2475,1173.79952974807
0.248,1173.80034899662
0.2485,1173.80116354331
0.249,1173.80197340887
0.2495,1173.80277861395
0.25,1173.80357917913
0.2505,1173.80437512492
0.251,1173.80516647176
0.2515,1173.80595324003
0.252,1173.80673545
0.2525,1173.80751312191
0.253,1173.80828627589
0.2535,1173.80905493204
0.254,1173.80981911035
0.2545,1173.81057883076
0.255,1173.81133411312
0.2555,1173.81208497722
0.256,1173.81283144277
0.2565,1173.81357352942
0.257,1173.81431125674
0.2575,1173.81504464422
0.258,1173.81577371128
0.2585,1173.81649847728
0.259,1173.81721896149
0.2595,1173.81793518312
0.26,1173.81864716131
0.2605,1173.81935491511
0.261,1173.82005846352
0.2615,1173.82075782545
0.262,1173.82145301974
0.2625,1173.82214406517
0.263,1173.82283098043
0.2635,1173.82351378416
0.264,1173.82419249491
0.2645,1173.82486713117
0.265,1173.82553771134
0.2655,1173.82620425376
0.266,1173.82686677671
0.2665,1173.82752529838
0.267,1173.8281798369
0.2675,1173.82883041032
0.268,1173.82947703661
0.2685,1173.83011973371
0.269,1173.83075851943
0.2695,1173.83139341156
0.27,1173.83202442779
0.2705,1173.83265158574
0.271,1173.83327490299
0.2715,1173.833894397
0.272,1173.83451008521
0.2725,1173.83512198494
0.273,1173.83573011349
0.2735,1173.83633448805
0.274,1173.83693512577
0.2745,1173.8375320437
0.275,1173.83812525885
0.2755,1173.83871478813
0.276,1173.83930064842
0.2765,1173.8398828565
0.277,1173.84046142908
0.2775,1173.84103638282
0.278,1173.84160773431
0.2785,1173.84217550005
0.279,1173.8427396965
0.2795,1173.84330034002
0.28,1173.84385744694
0.2805,1173.84441103349
0.281,1173.84496111584
0.2815,1173.84550771011
0.282,1173.84605083232
0.2825,1173.84659049847
0.283,1173.84712672444
0.2835,1173.84765952608
0.284,1173.84818891916
0.2845,1173.8487149194
0.285,1173.84923754241
0.2855,1173.84975680379
0.286,1173.85027271903
0.2865,1173.85078530359
0.287,1173.85129457283
0.2875,1173.85180054207
0.288,1173.85230322655
0.2885,1173.85280264146
0.289,1173.85329880191
0.2895,1173.85379172295
0.29,1173.85428141958
0.2905,1173.85476790671
0.291,1173.8552511992
0.2915,1173.85573131186
0.292,1173.85620825941
0.2925,1173.85668205652
0.293,1173.85715271781
0.2935,1173.8576202578
0.294,1173.85808469099
0.2945,1173.85854603179
0.295,1173.85900429455
0.2955,1173.85945949357
0.296,1173.85991164308
0.2965,1173.86036075726
0.297,1173.8608068502
0.2975,1173.86124993596
0.298,1173.86169002852
0.2985,1173.8621271418
0.299,1173.86256128968
0.2995,1173.86299248595
0.3,1173.86342074436
0.3005,1173.86384607859
0.301,1173.86426850227
0.3015,1173.86468802896
0.302,1173.86510467216
0.3025,1173.86551844532
0.303,1173.86592936182
0.3035,1173.866337435
0.304,1173.86674267812
0.3045,1173.86714510439
0.305,1173.86754472697
0.3055,1173.86794155895
0.306,1173.86833561336
0.3065,1173.86872690319
0.307,1173.86911544135
0.3075,1173.86950124072
0.308,1173.86988431409
0.3085,1173.87026467423
0.309,1173.87064233381
0.3095,1173.87101730549
0.31,1173.87138960185
0.3105,1173.8717592354
0.311,1173.87212621863
0.3115,1173.87249056394
0.312,1173.87285228369
0.3125,1173.8732113902
0.313,1173.87356789571
0.3135,1173.87392181242
0.314,1173.87427315246
0.3145,1173.87462192792
0.315,1173.87496815084
0.3155,1173.8753118332
0.316,1173.87565298692
0.3165,1173.87599162387
0.317,1173.87632775587
0.3175,1173.87666139469
0.318,1173.87699255204
0.3185,1173.87732123958
0.319,1173.87764746892
0.3195,1173.87797125162
0.32,1173.87829259918
0.3205,1173.87861152305
0.321,1173.87892803464
0.3215,1173.87924214528
0.322,1173.8795538663
0.3225,1173.87986320892
0.323,1173.88017018435
0.3235,1173.88047480373
0.324,1173.88077707817
0.3245,1173.8810770187
0.325,1173.88137463632
0.3255,1173.88166994199
0.326,1173.88196294659
0.3265,1173.88225366098
0.327,1173.88254209595
0.3275,1173.88282826226
0.328,1173.8831121706
0.3285,1173.88339383163
0.329,1173.88367325596
0.3295,1173.88395045413
0.33,1173.88422543667
0.3305,1173.88449821402
0.331,1173.88476879661
0.3315,1173.8850371948
0.332,1173.88530341891
0.3325,1173.88556747921
0.333,1173.88582938593
0.3335,1173.88608914924
0.334,1173.88634677928
0.3345,1173.88660228615
0.335,1173.88685567986
0.3355,1173.88710697044
0.336,1173.88735616781
0.3365,1173.88760328189
0.337,1173.88784832253
0.3375,1173.88809129956
0.338,1173.88833222273
0.3385,1173.88857110178
0.339,1173.88880794639
0.3395,1173.88904276618
0.34,1173.88927557076
0.3405,1173.88950636967
0.341,1173.88973517242
0.3415,1173.88996198846
0.342,1173.89018682723
0.3425,1173.89040969808
0.343,1173.89063061036
0.3435,1173.89084957335
0.344,1173.89106659629
