"Physical Time: Physical Time (s)","Surface Average Rear Temp1 Monitor: Surface Average of Temperature (K)"
0.0005,298.000000001822
0.001,298.000000023077
0.0015,298.000000149191
0.002,298.000000661516
0.0025,298.000002276718
0.003,298.000006512494
0.0035,298.000016164372
0.004,298.000035848943
0.0045,298.000072549442
0.005,298.000136094135
0.0055,298.000239504509
0.006,298.000399171547
0.0065,298.000634835358
0.007,298.000969370128
0.0075,298.001428393342
0.008,298.002039735716
0.0085,298.002832795199
0.009,298.003837858069
0.00950000000000001,298.005085383485
0.01,298.006605315957
0.0105,298.008426447531
0.011,298.010575852384
0.0115,298.013078408463
0.012,298.015956418972
0.0125,298.019229302545
0.013,298.022913433867
0.0135,298.027022016752
0.014,298.03156505877
0.0145,298.036549411186
0.015,298.041978865566
0.0155,298.047854296448
0.016,298.05417383971
0.0165,298.060933097054
0.017,298.068125358004
0.0175,298.075741831939
0.018,298.083771883775
0.0185,298.092203268058
0.019,298.101022106619
0.0195,298.11021393857
0.02,298.11976296421
0.0205,298.129652662718
0.021,298.139865940473
0.0215,298.15038528997
0.022,298.161192937762
0.0225,298.172270978351
0.023,298.183601493736
0.0235,298.195166659021
0.024,298.206948834749
0.0245,298.218930646774
0.025,298.231095054546
0.0255,298.243425408728
0.026,298.255905499049
0.0265,298.268519593312
0.027,298.281252468412
0.0275,298.294089434221
0.028,298.307016351104
0.0285,298.320019641826
0.029,298.333086298513
0.0295,298.346203885321
0.03,298.359360537365
0.0305,298.37254495646
0.031,298.38574640412
0.0315,298.398954692271
0.032,298.412160172045
0.0325,298.425353720997
0.033,298.43852672906
0.0335,298.451671083489
0.034,298.464779153052
0.0345,298.477843771648
0.035,298.490858221563
0.0355,298.503816216484
0.036,298.51671188444
0.0365,298.529539750764
0.037,298.542294721171
0.0375,298.554972065055
0.038,298.567567399051
0.0385,298.580076670931
0.039,298.59249614388
0.0395,298.60482238118
0.04,298.617052231342
0.0405,298.629182813702
0.041,298.641211504491
0.0415,298.653135923404
0.042,298.664953920659
0.0425,298.676663564553
0.043,298.688263129518
0.0435,298.699751084667
0.044,298.711126082827
0.0445,298.722386950043
0.045,298.733532675558
0.0455,298.744562402242
0.046,298.75547541747
0.0465,298.766271144422
0.047,298.776949133809
0.0475,298.787509055993
0.048,298.797950693505
0.0485,298.808273933932
0.049,298.818478763158
0.0495,298.828565258963
0.05,298.838533584942
0.0505,298.848383984748
0.051,298.858116776638
0.0515,298.867732348302
0.052,298.877229381791
0.0525,298.886610886908
0.053,298.895876972116
0.0535,298.905028133049
0.054,298.914064985916
0.0545,298.922988214768
0.055,298.931798554424
0.0555,298.940496782187
0.056,298.949083712508
0.0565,298.957560192916
0.057,298.965927100604
0.0575,298.97418533943
0.058,298.982335837217
0.0585,298.990379543278
0.059,298.998317426144
0.0595,299.00615047144
0.06,299.013879679928
0.0605,299.021506065665
0.061,299.029030654291
0.0615,299.036454481432
0.062,299.043778591197
0.0625,299.051004034782
0.063,299.058131869157
0.0635,299.065163155848
