Time,Parker,Cowen
0.0002,873.0,873.0
0.0004,873.0,873.0
0.0006,873.0,873.0
0.0008,873.0,873.0
0.001,873.0,873.0
0.0012,873.0,873.0
0.0014,873.0,873.0
0.0016,873.0,873.0
0.0018,873.0,873.0
0.002,873.0,873.0
0.0022,873.0231619356085,872.9348830896186
0.0024,873.008521678201,872.9736550296959
0.0026,873.0031297653443,872.9893588269591
0.0028,873.0011475518482,872.9957085783508
0.003,873.0004200926967,872.9982719105383
0.0032,873.0001535567791,872.9993051040927
0.0034,873.0000560509062,872.999720938602
0.0036,873.0000204326357,872.999888069005
0.0038,873.0000074392956,872.9999551533398
0.004,873.000002705461,872.9999820471951
0.0042,873.0000009828523,872.9999928165402
0.0044,873.0000003567029,872.9999971245231
0.0046,873.0000001293387,872.9999988462653
0.0048,873.000000046858,872.999999533923
0.005,873.0000000169634,872.9999998085145
0.0052,873.0000000061367,872.9999999182501
0.0054,873.0000000022186,872.9999999622405
0.0056,873.0000000008017,872.9999999800258
0.0058,873.0000000002912,872.9999999873646
0.006,873.0000000001111,872.9999999905391
0.0062,873.0000000000588,872.9999999920527
0.0064,873.0000000000734,872.9999999929154
0.0066,873.0000000001661,872.9999999935601
0.0068,873.0000000004113,872.9999999942293
0.006999999999999999,873.0000000009863,872.999999995166
0.0072,873.0000000022594,872.9999999967653
0.0074,873.0000000049475,872.999999999754
0.0076,873.0000000103934,873.0000000054779
0.0078,873.0000000210123,873.0000000163498
0.008,873.0000000409975,873.0000000365593
0.0082,873.0000000774016,873.000000073148
0.0084,873.000000141733,873.0000001376068
0.0086,873.0000002522654,873.000000248177
0.0088,873.0000004372664,873.000000433081
0.009000000000000001,873.0000007394483,873.0000007349521
0.0092,873.0000012219256,873.0000012167905
0.0094,873.0000019760528,873.0000019697796
0.0096,873.0000031315412,873.0000031233802
0.0098,873.0000048692692,873.0000048581126
0.01,873.0000074372521,873.000007421491
0.0102,873.0000111702383,873.0000111475674
0.0104,873.0000165133896,873.0000164805596
0.0106,873.0000240505328,873.0000240030223
0.0108,873.0000345373937,873.0000344690036
0.011000000000000001,873.0000489402535,873.0000488425878
0.0112,873.0000684803638,873.0000683421855
0.0114,873.0000946844312,873.0000944908786
0.0116,873.0001294414149,873.0001291730429
0.0118,873.0001750657782,873.000174697406
0.012,873.0002343672845,873.0002338666224
0.0122,873.0003107273111,873.0003100533368
0.0124,873.0004081815781,873.0004072826328
0.0126,873.0005315090947,873.0005303206684
0.0128,873.0006863270263,873.000684769203
0.013000000000000001,873.0008791911107,873.0008771656362
0.0132,873.0011177011547,873.001115088103
0.0134,873.0014106110744,873.0014072650683
0.0136,873.0017679428704,873.0017636888389
0.0138,873.0022011038685,873.0021957322971
0.013999999999999999,873.0027230065033,873.0027162681595
0.0142,873.0033481898903,873.0033397899838
0.0144,873.004092942385,873.0040825341438
0.0146,873.0049754243262,873.0049626019609
0.0148,873.0060157901364,873.00600008117
0.015,873.0072363089597,873.0072171659024
0.0152,873.0086614830293,873.0086382743841
0.0154,873.0103181629621,873.0102901635368
0.0156,873.0122356592269,873.0122020397513
0.0158,873.014445849043,873.014405665076
0.016,873.0169832780263,873.0169354581463
0.0162,873.0198852559287,873.0198285892083
0.0164,873.0231919458894,873.0231250686514
0.0166,873.0269464466395,873.0268678285016
0.0168,873.0311948672055,873.031102796412
0.017,873.0359863936573,873.0358789617184
0.0172,873.0413733475673,873.0412484332081
0.0174,873.0474112358615,873.0472664883077
0.0176,873.0541587918378,873.0539916134425
0.0178,873.061678007164,873.0614855354113
0.018000000000000002,873.0700341547418,873.0698132436369
0.0182,873.0792958023698,873.0790430032544
0.0184,873.0895348172082,873.0892463590193
0.0186,873.1008263610793,873.1004981300862
0.0188,873.1132488767067,873.1128763957568
0.019,873.1268840650297,873.1264624723397
0.0192,873.1418168537799,873.1413408813014
0.0194,873.1581353575397,873.1575993089409
0.0196,873.175930829541,873.1753285578415
0.0198,873.1952976055,873.1946224903933
0.02,873.2163330397979,873.2155779647042
0.0202,873.2391374343636,873.2382947632509
0.0204,873.2638139606069,873.2628755146231
0.0206,873.2904685748049,873.2894256087557
0.0208,873.3192099273238,873.3180531060407
0.021,873.3501492660897,873.3488686407306
0.0212,873.3834003347367,873.38198531905
0.0214,873.419079265838,873.41751861244
0.0216,873.4573044696624,873.4555862463602
0.0218,873.4981965188744,873.4963080850756
0.022000000000000002,873.5418780296127,873.539806012858
0.0222,873.5884735393589,873.586203812015
0.0224,873.6381093820219,873.6356270381706
0.0226,873.6909135606451,873.6882028932018
0.0228,873.7470156181301,873.7440600962307
0.023,873.8065465063838,873.803328753062
0.0232,873.8696384542483,873.8661402244464
0.0234,873.936424834592,873.9326269935274
0.0236,874.007040030915,874.0029225328343
0.0238,874.0816193038017,874.0771611711461
0.024,874.1602986575479,874.1554779605626
0.0242,874.2432147072734,874.2380085440789
0.0244,874.3305045468121,874.3248890239626
0.0246,874.4223056176534,874.4162558312049
0.0248,874.5187555792018,874.5122455963119
0.025,874.6199921805988,874.6129950216704
0.0252,874.7261531343364,874.7186407557284
0.0254,874.83737599187,874.8293192691921
0.0256,874.9537980214384,874.9451667334408
0.0258,875.0755560882715,875.0663189013393
0.026000000000000002,875.2027865373399,875.1929109906174
0.0262,875.3356250788173,875.3250775699539
0.0264,875.4742066763789,875.4629524479257
0.0266,875.6186654384684,875.6066685649157
0.0268,875.7691345126354,875.7563578881102
0.027000000000000003,875.9257459830493,875.9121513096725
0.0272,876.0886307712633,876.0741785481717
0.0274,876.2579185403097,876.242568053348
