Time,Parker,Cowen
0.0002,1573.0,1573.0
0.0004,1573.0,1573.0
0.0006,1573.0,1573.0
0.0008,1573.0,1573.0
0.001,1573.0,1573.0
0.0012,1573.0,1573.0
0.0014,1573.0,1573.0
0.0016,1573.0,1573.0
0.0018,1573.0,1573.0
0.002,1573.0,1573.0
0.0022,1573.0006314142863,1572.9988719041953
0.0024,1573.0003604414928,1572.999320863732
0.0026,1573.0002056166188,1572.9995914018016
0.0028,1573.0001172165973,1572.999754320955
0.003,1573.0000667778218,1572.999852369596
0.0032,1573.0000380183048,1572.999911340821
0.0034,1573.000021630973,1572.9999467871803
0.0036,1573.0000122995125,1572.999968080342
0.0038,1573.0000069893094,1572.9999808638509
0.004,1573.0000039693684,1572.9999885340405
0.0042,1573.0000022529716,1572.9999931335672
0.0044,1573.0000012780383,1572.9999958901835
0.0046,1573.0000007245903,1572.999997541389
0.0048,1573.0000004105902,1572.9999985299257
0.005,1573.0000002325407,1572.9999991214295
0.0052,1573.000000131635,1572.999999475183
0.0054,1573.0000000744785,1572.999999686643
0.0056,1573.0000000421198,1572.9999998129845
0.0058,1573.0000000238092,1572.999999888435
0.006,1573.0000000134528,1572.999999933473
0.0062,1573.000000007598,1572.9999999603453
0.0064,1573.0000000042894,1572.9999999763722
0.0066,1573.0000000024206,1572.9999999859267
0.0068,1573.0000000013656,1572.9999999916206
0.006999999999999999,1573.0000000007701,1572.9999999950123
0.0072,1573.000000000434,1572.9999999970319
0.0074,1573.0000000002447,1572.9999999982342
0.0076,1573.0000000001378,1572.9999999989495
0.0078,1573.0000000000775,1572.9999999993752
0.008,1573.0000000000437,1572.9999999996282
0.0082,1573.0000000000246,1572.9999999997788
0.0084,1573.0000000000139,1572.9999999998681
0.0086,1573.0000000000077,1572.9999999999213
0.0088,1573.0000000000043,1572.999999999953
0.009000000000000001,1573.0000000000025,1572.9999999999716
0.0092,1573.0000000000014,1572.9999999999827
0.0094,1573.0000000000007,1572.9999999999893
0.0096,1573.0000000000005,1572.9999999999932
0.0098,1573.0000000000002,1572.9999999999957
0.01,1573.0000000000002,1572.999999999997
0.0102,1573.0,1572.9999999999977
0.0104,1573.0,1572.9999999999984
0.0106,1573.0,1572.9999999999986
0.0108,1573.0,1572.9999999999989
0.011000000000000001,1573.0,1572.9999999999989
0.0112,1573.0,1572.999999999999
0.0114,1573.0,1572.999999999999
0.0116,1573.0,1572.999999999999
0.0118,1573.0,1572.999999999999
0.012,1573.0,1572.999999999999
0.0122,1573.0000000000002,1572.9999999999993
0.0124,1573.0000000000002,1572.9999999999993
0.0126,1573.0000000000005,1572.9999999999995
0.0128,1573.0000000000007,1572.9999999999998
0.013000000000000001,1573.000000000001,1573.0000000000002
0.0132,1573.0000000000016,1573.0000000000007
0.0134,1573.0000000000023,1573.0000000000016
0.0136,1573.0000000000036,1573.0000000000027
0.0138,1573.0000000000052,1573.0000000000043
0.013999999999999999,1573.0000000000077,1573.0000000000068
0.0142,1573.0000000000111,1573.0000000000102
0.0144,1573.000000000016,1573.000000000015
0.0146,1573.0000000000227,1573.0000000000216
0.0148,1573.0000000000318,1573.0000000000307
0.015,1573.0000000000443,1573.000000000043
0.0152,1573.0000000000612,1573.0000000000596
0.0154,1573.000000000084,1573.0000000000819
0.0156,1573.0000000001137,1573.0000000001114
0.0158,1573.0000000001532,1573.0000000001503
0.016,1573.000000000205,1573.000000000201
0.0162,1573.0000000002722,1573.0000000002672
0.0164,1573.0000000003588,1573.0000000003522
0.0166,1573.0000000004698,1573.0000000004613
0.0168,1573.0000000006112,1573.0000000006005
0.017,1573.0000000007901,1573.0000000007763
0.0172,1573.0000000010155,1573.0000000009977
0.0174,1573.0000000012972,1573.0000000012744
0.0176,1573.000000001648,1573.000000001619
0.0178,1573.0000000020823,1573.0000000020455
0.018000000000000002,1573.0000000026173,1573.0000000025705
0.0182,1573.0000000032728,1573.000000003214
0.0184,1573.0000000040727,1573.0000000039988
0.0186,1573.0000000050438,1573.0000000049515
0.0188,1573.000000006218,1573.0000000061032
0.019,1573.0000000076311,1573.000000007489
0.0192,1573.0000000093253,1573.0000000091497
0.0194,1573.0000000113478,1573.0000000111322
0.0196,1573.000000013753,1573.0000000134894
0.0198,1573.0000000166024,1573.0000000162813
0.02,1573.0000000199661,1573.0000000195762
0.0202,1573.0000000239224,1573.0000000234509
0.0204,1573.00000002856,1573.0000000279917
0.0206,1573.0000000339776,1573.0000000332957
0.0208,1573.0000000402865,1573.0000000394703
0.021,1573.0000000476098,1573.0000000466366
0.0212,1573.000000056085,1573.000000054928
0.0214,1573.0000000658636,1573.0000000644927
