Physical Time: Physical Time (s),star
1.332,1473.442855
1.3325,1473.442713
1.333,1473.442571
1.3335,1473.442429
1.334,1473.442286
1.3345,1473.442144
1.335,1473.442002
1.3355,1473.44186
1.336,1473.441718
1.3365,1473.441576
1.337,1473.441434
1.3375,1473.441292
1.338,1473.441151
1.3385,1473.441009
1.339,1473.440867
1.3395,1473.440725
1.34,1473.440584
1.3405,1473.440442
1.341,1473.440301
1.3415,1473.440159
1.342,1473.440018
1.3425,1473.439876
1.343,1473.439735
1.3435,1473.439593
1.344,1473.439452
1.3445,1473.439311
1.345,1473.43917
1.3455,1473.439029
1.346,1473.438888
1.3465,1473.438746
1.347,1473.438605
1.3475,1473.438464
1.348,1473.438324
1.3485,1473.438183
1.349,1473.438042
1.3495,1473.437901
1.35,1473.43776
1.3505,1473.43762
1.351,1473.437479
1.3515,1473.437338
1.352,1473.437198
1.3525,1473.437057
1.353,1473.436917
1.3535,1473.436776
1.354,1473.436636
1.3545,1473.436496
1.355,1473.436355
1.3555,1473.436215
1.356,1473.436075
1.3565,1473.435935
1.357,1473.435795
1.3575,1473.435654
1.358,1473.435514
1.3585,1473.435374
1.359,1473.435235
1.3595,1473.435095
1.36,1473.434955
1.3605,1473.434815
1.361,1473.434675
1.3615,1473.434535
1.362,1473.434396
1.3625,1473.434256
1.363,1473.434117
1.3635,1473.433977
1.364,1473.433838
1.3645,1473.433698
1.365,1473.433559
1.3655,1473.433419
1.366,1473.43328
1.3665,1473.433141
1.367,1473.433002
1.3675,1473.432862
1.368,1473.432723
1.3685,1473.432584
1.369,1473.432445
1.3695,1473.432306
1.37,1473.432167
1.3705,1473.432028
1.371,1473.431889
1.3715,1473.43175
1.372,1473.431612
1.3725,1473.431473
1.373,1473.431334
1.3735,1473.431196
1.374,1473.431057
1.3745,1473.430918
1.375,1473.43078
1.3755,1473.430641
1.376,1473.430503
1.3765,1473.430365
1.377,1473.430226
1.3775,1473.430088
1.378,1473.42995
1.3785,1473.429811
1.379,1473.429673
1.3795,1473.429535
1.38,1473.429397
1.3805,1473.429259
1.381,1473.429121
1.3815,1473.428983
1.382,1473.428845
1.3825,1473.428707
1.383,1473.42857
1.3835,1473.428432
1.384,1473.428294
1.3845,1473.428156
1.385,1473.428019
1.3855,1473.427881
1.386,1473.427744
1.3865,1473.427606
1.387,1473.427469
1.3875,1473.427331
1.388,1473.427194
1.3885,1473.427056
1.389,1473.426919
1.3895,1473.426782
1.39,1473.426645
1.3905,1473.426508
1.391,1473.42637
1.3915,1473.426233
1.392,1473.426096
1.3925,1473.425959
1.393,1473.425822
1.3935,1473.425686
1.394,1473.425549
1.3945,1473.425412
1.395,1473.425275
1.3955,1473.425138
1.396,1473.425002
1.3965,1473.424865
1.397,1473.424729
1.3975,1473.424592
1.398,1473.424456
1.3985,1473.424319
1.399,1473.424183
1.3995,1473.424046
1.4,1473.42391
1.4005,1473.423774
1.401,1473.423637
1.4015,1473.423501
1.402,1473.423365
1.4025,1473.423229
1.403,1473.423093
1.4035,1473.422957
1.404,1473.422821
1.4045,1473.422685
1.405,1473.422549
1.4055,1473.422413
1.406,1473.422277
1.4065,1473.422142
1.407,1473.422006
1.4075,1473.42187
1.408,1473.421735
1.4085,1473.421599
1.409,1473.421464
1.4095,1473.421328
1.41,1473.421193
1.4105,1473.421057
1.411,1473.420922
1.4115,1473.420786
1.412,1473.420651
1.4125,1473.420516
1.413,1473.420381
1.4135,1473.420246
1.414,1473.42011
1.4145,1473.419975
1.415,1473.41984
1.4155,1473.419705
1.416,1473.41957
1.4165,1473.419436
1.417,1473.419301
1.4175,1473.419166
1.418,1473.419031
1.4185,1473.418896
1.419,1473.418762
1.4195,1473.418627
1.42,1473.418492
1.4205,1473.418358
1.421,1473.418223
1.4215,1473.418089
1.422,1473.417955
1.4225,1473.41782
1.423,1473.417686
1.4235,1473.417552
1.424,1473.417417
1.4245,1473.417283
1.425,1473.417149
1.4255,1473.417015
1.426,1473.416881
1.4265,1473.416747
1.427,1473.416613
1.4275,1473.416479
1.428,1473.416345
1.4285,1473.416211
1.429,1473.416077
1.4295,1473.415943
1.43,1473.41581
1.4305,1473.415676
1.431,1473.415542
1.4315,1473.415409
1.432,1473.415275
1.4325,1473.415142
1.433,1473.415008
1.4335,1473.414875
1.434,1473.414741
1.4345,1473.414608
1.435,1473.414475
1.4355,1473.414341
1.436,1473.414208
1.4365,1473.414075
1.437,1473.413942
1.4375,1473.413809
1.438,1473.413676
1.4385,1473.413543
1.439,1473.41341
1.4395,1473.413277
1.44,1473.413144
1.4405,1473.413011
1.441,1473.412878
1.4415,1473.412746
1.442,1473.412613
1.4425,1473.41248
1.443,1473.412348
1.4435,1473.412215
1.444,1473.412082
1.4445,1473.41195
1.445,1473.411817
1.4455,1473.411685
1.446,1473.411553
1.4465,1473.41142
1.447,1473.411288
1.4475,1473.411156
1.448,1473.411024
1.4485,1473.410891
1.449,1473.410759
1.4495,1473.410627
1.45,1473.410495
1.4505,1473.410363
1.451,1473.410231
1.4515,1473.410099
1.452,1473.409968
1.4525,1473.409836
1.453,1473.409704
1.4535,1473.409572
1.454,1473.40944
1.4545,1473.409309
1.455,1473.409177
1.4555,1473.409046
1.456,1473.408914
1.4565,1473.408783
1.457,1473.408651
1.4575,1473.40852
1.458,1473.408388
1.4585,1473.408257
1.459,1473.408126
1.4595,1473.407995
1.46,1473.407863
1.4605,1473.407732
1.461,1473.407601
1.4615,1473.40747
1.462,1473.407339
1.4625,1473.407208
1.463,1473.407077
1.4635,1473.406946
1.464,1473.406815
1.4645,1473.406685
1.465,1473.406554
1.4655,1473.406423
1.466,1473.406292
1.4665,1473.406162
1.467,1473.406031
1.4675,1473.405901
1.468,1473.40577
1.4685,1473.40564
1.469,1473.405509
1.4695,1473.405379
1.47,1473.405248
1.4705,1473.405118
1.471,1473.404988
1.4715,1473.404858
1.472,1473.404728
1.4725,1473.404597
1.473,1473.404467
1.4735,1473.404337
1.474,1473.404207
1.4745,1473.404077
1.475,1473.403947
1.4755,1473.403817
1.476,1473.403688
1.4765,1473.403558
1.477,1473.403428
1.4775,1473.403298
1.478,1473.403169
1.4785,1473.403039
1.479,1473.402909
1.4795,1473.40278
1.48,1473.40265
1.4805,1473.402521
1.481,1473.402391
1.4815,1473.402262
1.482,1473.402133
1.4825,1473.402003
1.483,1473.401874
1.4835,1473.401745
1.484,1473.401616
1.4845,1473.401486
1.485,1473.401357
1.4855,1473.401228
1.486,1473.401099
1.4865,1473.40097
1.487,1473.400841
1.4875,1473.400712
1.488,1473.400584
1.4885,1473.400455
1.489,1473.400326
1.4895,1473.400197
1.49,1473.400069
1.4905,1473.39994
1.491,1473.399811
1.4915,1473.399683
1.492,1473.399554
1.4925,1473.399426
1.493,1473.399297
1.4935,1473.399169
1.494,1473.399041
1.4945,1473.398912
1.495,1473.398784
1.4955,1473.398656
1.496,1473.398528
1.4965,1473.398399
1.497,1473.398271
1.4975,1473.398143
1.498,1473.398015
1.4985,1473.397887
1.499,1473.397759
1.4995,1473.397631
1.5,1473.397504
1.5005,1473.397376
1.501,1473.397248
1.5015,1473.39712
1.502,1473.396992
1.5025,1473.396865
1.503,1473.396737
1.5035,1473.39661
1.504,1473.396482
1.5045,1473.396355
1.505,1473.396227
1.5055,1473.3961
1.506,1473.395972
1.5065,1473.395845
1.507,1473.395718
1.5075,1473.39559
1.508,1473.395463
1.5085,1473.395336
1.509,1473.395209
1.5095,1473.395082
1.51,1473.394955
1.5105,1473.394828
1.511,1473.394701
1.5115,1473.394574
1.512,1473.394447
1.5125,1473.39432
1.513,1473.394193
1.5135,1473.394067
1.514,1473.39394
1.5145,1473.393813
1.515,1473.393687
1.5155,1473.39356
1.516,1473.393433
1.5165,1473.393307
1.517,1473.39318
1.5175,1473.393054
1.518,1473.392928
1.5185,1473.392801
1.519,1473.392675
1.5195,1473.392549
1.52,1473.392422
1.5205,1473.392296
1.521,1473.39217
1.5215,1473.392044
1.522,1473.391918
1.5225,1473.391792
1.523,1473.391666
1.5235,1473.39154
1.524,1473.391414
1.5245,1473.391288
1.525,1473.391162
1.5255,1473.391037
1.526,1473.390911
1.5265,1473.390785
1.527,1473.390659
1.5275,1473.390534
1.528,1473.390408
1.5285,1473.390283
1.529,1473.390157
1.5295,1473.390032
1.53,1473.389906
1.5305,1473.389781
1.531,1473.389656
1.5315,1473.38953
1.532,1473.389405
1.5325,1473.38928
1.533,1473.389155
1.5335,1473.389029
1.534,1473.388904
1.5345,1473.388779
1.535,1473.388654
1.5355,1473.388529
1.536,1473.388404
1.5365,1473.388279
1.537,1473.388154
1.5375,1473.38803
1.538,1473.387905
1.5385,1473.38778
1.539,1473.387655
1.5395,1473.387531
1.54,1473.387406
1.5405,1473.387282
1.541,1473.387157
1.5415,1473.387033
1.542,1473.386908
1.5425,1473.386784
1.543,1473.386659
1.5435,1473.386535
1.544,1473.386411
1.5445,1473.386286
1.545,1473.386162
1.5455,1473.386038
1.546,1473.385914
1.5465,1473.38579
1.547,1473.385666
1.5475,1473.385542
1.548,1473.385418
1.5485,1473.385294
1.549,1473.38517
1.5495,1473.385046
1.55,1473.384922
1.5505,1473.384798
1.551,1473.384675
1.5515,1473.384551
1.552,1473.384427
1.5525,1473.384304
1.553,1473.38418
1.5535,1473.384056
1.554,1473.383933
1.5545,1473.383809
1.555,1473.383686
1.5555,1473.383563
1.556,1473.383439
1.5565,1473.383316
1.557,1473.383193
1.5575,1473.38307
1.558,1473.382946
1.5585,1473.382823
1.559,1473.3827
1.5595,1473.382577
1.56,1473.382454
1.5605,1473.382331
1.561,1473.382208
1.5615,1473.382085
1.562,1473.381962
1.5625,1473.381839
1.563,1473.381717
1.5635,1473.381594
1.564,1473.381471
1.5645,1473.381348
1.565,1473.381226
1.5655,1473.381103
1.566,1473.380981
1.5665,1473.380858
1.567,1473.380736
1.5675,1473.380613
1.568,1473.380491
1.5685,1473.380368
1.569,1473.380246
1.5695,1473.380124
1.57,1473.380002
1.5705,1473.379879
1.571,1473.379757
1.5715,1473.379635
1.572,1473.379513
1.5725,1473.379391
1.573,1473.379269
1.5735,1473.379147
1.574,1473.379025
1.5745,1473.378903
1.575,1473.378781
1.5755,1473.37866
1.576,1473.378538
1.5765,1473.378416
1.577,1473.378294
1.5775,1473.378173
1.578,1473.378051
1.5785,1473.377929
1.579,1473.377808
1.5795,1473.377686
1.58,1473.377565
1.5805,1473.377444
1.581,1473.377322
1.5815,1473.377201
1.582,1473.37708
1.5825,1473.376958
1.583,1473.376837
1.5835,1473.376716
1.584,1473.376595
1.5845,1473.376474
1.585,1473.376353
1.5855,1473.376232
1.586,1473.376111
1.5865,1473.37599
1.587,1473.375869
1.5875,1473.375748
1.588,1473.375627
1.5885,1473.375506
1.589,1473.375385
1.5895,1473.375265
1.59,1473.375144
1.5905,1473.375023
1.591,1473.374903
1.5915,1473.374782
1.592,1473.374662
1.5925,1473.374541
1.593,1473.374421
1.5935,1473.3743
1.594,1473.37418
1.5945,1473.37406
1.595,1473.373939
1.5955,1473.373819
1.596,1473.373699
1.5965,1473.373579
1.597,1473.373459
1.5975,1473.373338
1.598,1473.373218
1.5985,1473.373098
1.599,1473.372978
1.5995,1473.372858
1.6,1473.372738
1.6005,1473.372619
1.601,1473.372499
1.6015,1473.372379
1.602,1473.372259
1.6025,1473.37214
1.603,1473.37202
1.6035,1473.3719
1.604,1473.371781
1.6045,1473.371661
1.605,1473.371542
1.6055,1473.371422
1.606,1473.371303
1.6065,1473.371183
1.607,1473.371064
1.6075,1473.370945
1.608,1473.370825
1.6085,1473.370706
1.609,1473.370587
1.6095,1473.370468
1.61,1473.370348
1.6105,1473.370229
1.611,1473.37011
1.6115,1473.369991
1.612,1473.369872
1.6125,1473.369753
1.613,1473.369634
1.6135,1473.369516
1.614,1473.369397
1.6145,1473.369278
1.615,1473.369159
1.6155,1473.36904
1.616,1473.368922
1.6165,1473.368803
1.617,1473.368684
1.6175,1473.368566
1.618,1473.368447
1.6185,1473.368329
1.619,1473.36821
1.6195,1473.368092
1.62,1473.367974
1.6205,1473.367855
1.621,1473.367737
1.6215,1473.367619
1.622,1473.367501
1.6225,1473.367382
1.623,1473.367264
1.6235,1473.367146
1.624,1473.367028
1.6245,1473.36691
1.625,1473.366792
1.6255,1473.366674
1.626,1473.366556
1.6265,1473.366438
1.627,1473.36632
1.6275,1473.366203
1.628,1473.366085
1.6285,1473.365967
1.629,1473.365849
1.6295,1473.365732
1.63,1473.365614
1.6305,1473.365497
1.631,1473.365379
1.6315,1473.365262
1.632,1473.365144
1.6325,1473.365027
1.633,1473.364909
1.6335,1473.364792
1.634,1473.364675
1.6345,1473.364557
1.635,1473.36444
1.6355,1473.364323
1.636,1473.364206
1.6365,1473.364089
1.637,1473.363971
1.6375,1473.363854
1.638,1473.363737
1.6385,1473.36362
1.639,1473.363504
1.6395,1473.363387
1.64,1473.36327
1.6405,1473.363153
1.641,1473.363036
1.6415,1473.362919
1.642,1473.362803
1.6425,1473.362686
1.643,1473.362569
1.6435,1473.362453
1.644,1473.362336
1.6445,1473.36222
1.645,1473.362104
1.6455,1473.361987
1.646,1473.361871
1.6465,1473.361755
1.647,1473.361639
1.6475,1473.361522
1.648,1473.361406
1.6485,1473.36129
1.649,1473.361174
1.6495,1473.361058
1.65,1473.360942
1.6505,1473.360826
1.651,1473.36071
1.6515,1473.360594
1.652,1473.360478
1.6525,1473.360362
1.653,1473.360247
1.6535,1473.360131
1.654,1473.360015
1.6545,1473.359899
1.655,1473.359784
1.6555,1473.359668
1.656,1473.359553
1.6565,1473.359437
1.657,1473.359322
1.6575,1473.359206
1.658,1473.359091
1.6585,1473.358975
1.659,1473.35886
1.6595,1473.358745
1.66,1473.358629
1.6605,1473.358514
1.661,1473.358399
1.6615,1473.358284
1.662,1473.358168
1.6625,1473.358053
1.663,1473.357938
1.6635,1473.357823
1.664,1473.357708
1.6645,1473.357593
1.665,1473.357478
1.6655,1473.357363
1.666,1473.357248
1.6665,1473.357134
1.667,1473.357019
1.6675,1473.356904
1.668,1473.356789
1.6685,1473.356675
1.669,1473.35656
1.6695,1473.356445
1.67,1473.356331
1.6705,1473.356216
1.671,1473.356102
1.6715,1473.355987
1.672,1473.355873
1.6725,1473.355759
1.673,1473.355644
1.6735,1473.35553
1.674,1473.355416
1.6745,1473.355301
1.675,1473.355187
1.6755,1473.355073
1.676,1473.354959
1.6765,1473.354845
1.677,1473.354731
1.6775,1473.354617
1.678,1473.354503
1.6785,1473.354389
1.679,1473.354275
1.6795,1473.354161
1.68,1473.354047
1.6805,1473.353933
1.681,1473.353819
1.6815,1473.353706
1.682,1473.353592
1.6825,1473.353478
1.683,1473.353365
1.6835,1473.353251
1.684,1473.353138
1.6845,1473.353024
1.685,1473.352911
1.6855,1473.352797
1.686,1473.352684
1.6865,1473.35257
1.687,1473.352457
1.6875,1473.352344
1.688,1473.352231
1.6885,1473.352117
1.689,1473.352004
1.6895,1473.351891
1.69,1473.351778
1.6905,1473.351665
1.691,1473.351552
1.6915,1473.351439
1.692,1473.351326
1.6925,1473.351213
1.693,1473.3511
1.6935,1473.350987
1.694,1473.350874
1.6945,1473.350761
1.695,1473.350649
1.6955,1473.350536
1.696,1473.350423
1.6965,1473.350311
1.697,1473.350198
1.6975,1473.350085
1.698,1473.349973
1.6985,1473.34986
1.699,1473.349748
1.6995,1473.349636
1.7,1473.349523
1.7005,1473.349411
1.701,1473.349298
1.7015,1473.349186
1.702,1473.349074
1.7025,1473.348962
1.703,1473.34885
1.7035,1473.348737
1.704,1473.348625
1.7045,1473.348513
1.705,1473.348401
1.7055,1473.348289
1.706,1473.348177
1.7065,1473.348065
1.707,1473.347953
1.7075,1473.347842
1.708,1473.34773
1.7085,1473.347618
1.709,1473.347506
1.7095,1473.347394
1.71,1473.347283
1.7105,1473.347171
1.711,1473.34706
1.7115,1473.346948
1.712,1473.346836
1.7125,1473.346725
1.713,1473.346614
1.7135,1473.346502
1.714,1473.346391
1.7145,1473.346279
1.715,1473.346168
1.7155,1473.346057
1.716,1473.345946
1.7165,1473.345834
1.717,1473.345723
1.7175,1473.345612
1.718,1473.345501
1.7185,1473.34539
1.719,1473.345279
1.7195,1473.345168
1.72,1473.345057
1.7205,1473.344946
1.721,1473.344835
1.7215,1473.344724
1.722,1473.344613
1.7225,1473.344503
1.723,1473.344392
1.7235,1473.344281
1.724,1473.34417
1.7245,1473.34406
1.725,1473.343949
1.7255,1473.343839
1.726,1473.343728
1.7265,1473.343618
1.727,1473.343507
1.7275,1473.343397
1.728,1473.343286
1.7285,1473.343176
1.729,1473.343066
1.7295,1473.342955
1.73,1473.342845
1.7305,1473.342735
1.731,1473.342625
1.7315,1473.342515
1.732,1473.342404
1.7325,1473.342294
1.733,1473.342184
1.7335,1473.342074
1.734,1473.341964
1.7345,1473.341854
1.735,1473.341745
1.7355,1473.341635
1.736,1473.341525
1.7365,1473.341415
1.737,1473.341305
1.7375,1473.341196
1.738,1473.341086
1.7385,1473.340976
1.739,1473.340867
1.7395,1473.340757
1.74,1473.340648
1.7405,1473.340538
1.741,1473.340429
1.7415,1473.340319
1.742,1473.34021
1.7425,1473.3401
1.743,1473.339991
1.7435,1473.339882
1.744,1473.339772
1.7445,1473.339663
1.745,1473.339554
1.7455,1473.339445
1.746,1473.339336
1.7465,1473.339227
1.747,1473.339118
1.7475,1473.339009
1.748,1473.3389
1.7485,1473.338791
1.749,1473.338682
1.7495,1473.338573
1.75,1473.338464
1.7505,1473.338355
1.751,1473.338246
1.7515,1473.338138
1.752,1473.338029
1.7525,1473.33792
1.753,1473.337812
1.7535,1473.337703
1.754,1473.337595
1.7545,1473.337486
1.755,1473.337378
1.7555,1473.337269
1.756,1473.337161
1.7565,1473.337052
1.757,1473.336944
1.7575,1473.336836
1.758,1473.336727
1.7585,1473.336619
1.759,1473.336511
1.7595,1473.336403
1.76,1473.336295
1.7605,1473.336186
1.761,1473.336078
1.7615,1473.33597
1.762,1473.335862
1.7625,1473.335754
1.763,1473.335646
1.7635,1473.335539
1.764,1473.335431
1.7645,1473.335323
1.765,1473.335215
1.7655,1473.335107
1.766,1473.335
1.7665,1473.334892
1.767,1473.334784
1.7675,1473.334677
1.768,1473.334569
1.7685,1473.334461
1.769,1473.334354
1.7695,1473.334246
1.77,1473.334139
1.7705,1473.334032
1.771,1473.333924
1.7715,1473.333817
1.772,1473.33371
1.7725,1473.333602
1.773,1473.333495
1.7735,1473.333388
1.774,1473.333281
1.7745,1473.333174
1.775,1473.333066
1.7755,1473.332959
1.776,1473.332852
1.7765,1473.332745
1.777,1473.332638
1.7775,1473.332531
1.778,1473.332425
1.7785,1473.332318
1.779,1473.332211
1.7795,1473.332104
1.78,1473.331997
1.7805,1473.331891
1.781,1473.331784
1.7815,1473.331677
1.782,1473.331571
1.7825,1473.331464
1.783,1473.331357
1.7835,1473.331251
1.784,1473.331144
1.7845,1473.331038
1.785,1473.330932
1.7855,1473.330825
1.786,1473.330719
1.7865,1473.330612
1.787,1473.330506
1.7875,1473.3304
1.788,1473.330294
1.7885,1473.330188
1.789,1473.330081
1.7895,1473.329975
1.79,1473.329869
1.7905,1473.329763
1.791,1473.329657
1.7915,1473.329551
1.792,1473.329445
1.7925,1473.329339
1.793,1473.329233
1.7935,1473.329128
1.794,1473.329022
1.7945,1473.328916
1.795,1473.32881
1.7955,1473.328705
1.796,1473.328599
1.7965,1473.328493
1.797,1473.328388
1.7975,1473.328282
1.798,1473.328177
1.7985,1473.328071
1.799,1473.327966
1.7995,1473.32786
1.8,1473.327755
1.8005,1473.327649
1.801,1473.327544
1.8015,1473.327439
1.802,1473.327334
1.8025,1473.327228
1.803,1473.327123
1.8035,1473.327018
1.804,1473.326913
1.8045,1473.326808
1.805,1473.326703
1.8055,1473.326598
1.806,1473.326493
1.8065,1473.326388
1.807,1473.326283
1.8075,1473.326178
1.808,1473.326073
1.8085,1473.325968
1.809,1473.325863
1.8095,1473.325759
1.81,1473.325654
1.8105,1473.325549
1.811,1473.325445
1.8115,1473.32534
1.812,1473.325235
1.8125,1473.325131
1.813,1473.325026
1.8135,1473.324922
1.814,1473.324817
1.8145,1473.324713
1.815,1473.324609
1.8155,1473.324504
1.816,1473.3244
1.8165,1473.324296
1.817,1473.324191
1.8175,1473.324087
1.818,1473.323983
1.8185,1473.323879
1.819,1473.323775
1.8195,1473.323671
1.82,1473.323567
1.8205,1473.323463
1.821,1473.323359
1.8215,1473.323255
1.822,1473.323151
1.8225,1473.323047
1.823,1473.322943
1.8235,1473.322839
1.824,1473.322735
1.8245,1473.322632
1.825,1473.322528
1.8255,1473.322424
1.826,1473.322321
1.8265,1473.322217
1.827,1473.322113
1.8275,1473.32201
1.828,1473.321906
1.8285,1473.321803
1.829,1473.321699
1.8295,1473.321596
1.83,1473.321493
1.8305,1473.321389
1.831,1473.321286
1.8315,1473.321183
1.832,1473.321079
1.8325,1473.320976
1.833,1473.320873
1.8335,1473.32077
1.834,1473.320667
1.8345,1473.320564
1.835,1473.320461
1.8355,1473.320358
1.836,1473.320255
1.8365,1473.320152
1.837,1473.320049
1.8375,1473.319946
1.838,1473.319843
1.8385,1473.31974
1.839,1473.319637
1.8395,1473.319535
1.84,1473.319432
1.8405,1473.319329
1.841,1473.319227
1.8415,1473.319124
1.842,1473.319021
1.8425,1473.318919
1.843,1473.318816
1.8435,1473.318714
1.844,1473.318611
1.8445,1473.318509
1.845,1473.318407
1.8455,1473.318304
1.846,1473.318202
1.8465,1473.3181
1.847,1473.317997
1.8475,1473.317895
1.848,1473.317793
1.8485,1473.317691
1.849,1473.317589
1.8495,1473.317487
1.85,1473.317385
1.8505,1473.317282
1.851,1473.31718
1.8515,1473.317079
1.852,1473.316977
1.8525,1473.316875
1.853,1473.316773
1.8535,1473.316671
1.854,1473.316569
1.8545,1473.316467
1.855,1473.316366
1.8555,1473.316264
1.856,1473.316162
1.8565,1473.316061
1.857,1473.315959
1.8575,1473.315858
1.858,1473.315756
1.8585,1473.315655
1.859,1473.315553
1.8595,1473.315452
1.86,1473.31535
1.8605,1473.315249
1.861,1473.315147
1.8615,1473.315046
1.862,1473.314945
1.8625,1473.314844
1.863,1473.314742
1.8635,1473.314641
1.864,1473.31454
1.8645,1473.314439
1.865,1473.314338
1.8655,1473.314237
1.866,1473.314136
1.8665,1473.314035
1.867,1473.313934
1.8675,1473.313833
1.868,1473.313732
1.8685,1473.313631
1.869,1473.31353
1.8695,1473.31343
1.87,1473.313329
1.8705,1473.313228
1.871,1473.313127
1.8715,1473.313027
1.872,1473.312926
1.8725,1473.312826
1.873,1473.312725
1.8735,1473.312625
1.874,1473.312524
1.8745,1473.312424
1.875,1473.312323
1.8755,1473.312223
1.876,1473.312122
1.8765,1473.312022
1.877,1473.311922
1.8775,1473.311821
1.878,1473.311721
1.8785,1473.311621
1.879,1473.311521
1.8795,1473.311421
1.88,1473.311321
1.8805,1473.31122
1.881,1473.31112
1.8815,1473.31102
1.882,1473.31092
1.8825,1473.310821
1.883,1473.310721
1.8835,1473.310621
1.884,1473.310521
1.8845,1473.310421
1.885,1473.310321
1.8855,1473.310221
1.886,1473.310122
1.8865,1473.310022
1.887,1473.309922
1.8875,1473.309823
1.888,1473.309723
1.8885,1473.309624
1.889,1473.309524
1.8895,1473.309425
1.89,1473.309325
1.8905,1473.309226
1.891,1473.309126
1.8915,1473.309027
1.892,1473.308928
1.8925,1473.308828
1.893,1473.308729
1.8935,1473.30863
1.894,1473.308531
1.8945,1473.308431
1.895,1473.308332
1.8955,1473.308233
1.896,1473.308134
1.8965,1473.308035
1.897,1473.307936
1.8975,1473.307837
1.898,1473.307738
1.8985,1473.307639
1.899,1473.30754
1.8995,1473.307441
1.9,1473.307342
1.9005,1473.307244
1.901,1473.307145
1.9015,1473.307046
1.902,1473.306947
1.9025,1473.306849
1.903,1473.30675
1.9035,1473.306652
1.904,1473.306553
1.9045,1473.306454
1.905,1473.306356
1.9055,1473.306257
1.906,1473.306159
1.9065,1473.306061
1.907,1473.305962
1.9075,1473.305864
1.908,1473.305766
1.9085,1473.305667
1.909,1473.305569
1.9095,1473.305471
1.91,1473.305373
1.9105,1473.305274
1.911,1473.305176
1.9115,1473.305078
1.912,1473.30498
1.9125,1473.304882
1.913,1473.304784
1.9135,1473.304686
1.914,1473.304588
1.9145,1473.30449
1.915,1473.304392
1.9155,1473.304294
1.916,1473.304197
1.9165,1473.304099
1.917,1473.304001
1.9175,1473.303903
1.918,1473.303806
1.9185,1473.303708
1.919,1473.30361
1.9195,1473.303513
1.92,1473.303415
1.9205,1473.303318
1.921,1473.30322
1.9215,1473.303123
1.922,1473.303025
1.9225,1473.302928
1.923,1473.30283
1.9235,1473.302733
1.924,1473.302636
1.9245,1473.302539
1.925,1473.302441
1.9255,1473.302344
1.926,1473.302247
1.9265,1473.30215
1.927,1473.302053
1.9275,1473.301956
1.928,1473.301858
1.9285,1473.301761
1.929,1473.301664
1.9295,1473.301567
1.93,1473.30147
1.9305,1473.301374
1.931,1473.301277
1.9315,1473.30118
1.932,1473.301083
1.9325,1473.300986
1.933,1473.300889
1.9335,1473.300793
1.934,1473.300696
1.9345,1473.300599
1.935,1473.300503
1.9355,1473.300406
1.936,1473.30031
1.9365,1473.300213
1.937,1473.300117
1.9375,1473.30002
1.938,1473.299924
1.9385,1473.299827
1.939,1473.299731
1.9395,1473.299635
1.94,1473.299538
1.9405,1473.299442
1.941,1473.299346
1.9415,1473.299249
1.942,1473.299153
1.9425,1473.299057
1.943,1473.298961
1.9435,1473.298865
1.944,1473.298769
1.9445,1473.298673
1.945,1473.298577
1.9455,1473.298481
1.946,1473.298385
1.9465,1473.298289
1.947,1473.298193
1.9475,1473.298097
1.948,1473.298001
1.9485,1473.297906
1.949,1473.29781
1.9495,1473.297714
1.95,1473.297618
1.9505,1473.297523
1.951,1473.297427
1.9515,1473.297331
1.952,1473.297236
1.9525,1473.29714
1.953,1473.297045
1.9535,1473.296949
1.954,1473.296854
1.9545,1473.296758
1.955,1473.296663
1.9555,1473.296568
1.956,1473.296472
1.9565,1473.296377
1.957,1473.296282
1.9575,1473.296186
1.958,1473.296091
1.9585,1473.295996
1.959,1473.295901
1.9595,1473.295806
1.96,1473.295711
1.9605,1473.295616
1.961,1473.295521
1.9615,1473.295426
1.962,1473.295331
1.9625,1473.295236
1.963,1473.295141
1.9635,1473.295046
1.964,1473.294951
1.9645,1473.294856
1.965,1473.294762
1.9655,1473.294667
1.966,1473.294572
1.9665,1473.294477
1.967,1473.294383
1.9675,1473.294288
1.968,1473.294193
1.9685,1473.294099
1.969,1473.294004
1.9695,1473.29391
1.97,1473.293815
1.9705,1473.293721
1.971,1473.293627
1.9715,1473.293532
1.972,1473.293438
1.9725,1473.293343
1.973,1473.293249
1.9735,1473.293155
1.974,1473.293061
1.9745,1473.292966
1.975,1473.292872
1.9755,1473.292778
1.976,1473.292684
1.9765,1473.29259
1.977,1473.292496
1.9775,1473.292402
1.978,1473.292308
1.9785,1473.292214
1.979,1473.29212
1.9795,1473.292026
1.98,1473.291932
1.9805,1473.291838
1.981,1473.291745
1.9815,1473.291651
1.982,1473.291557
1.9825,1473.291463
1.983,1473.29137
1.9835,1473.291276
1.984,1473.291182
1.9845,1473.291089
1.985,1473.290995
1.9855,1473.290902
1.986,1473.290808
1.9865,1473.290715
1.987,1473.290621
1.9875,1473.290528
1.988,1473.290434
1.9885,1473.290341
1.989,1473.290248
1.9895,1473.290154
1.99,1473.290061
1.9905,1473.289968
1.991,1473.289875
1.9915,1473.289781
1.992,1473.289688
1.9925,1473.289595
1.993,1473.289502
1.9935,1473.289409
1.994,1473.289316
1.9945,1473.289223
1.995,1473.28913
1.9955,1473.289037
1.996,1473.288944
1.9965,1473.288851
1.997,1473.288758
