Physical Time: Physical Time (s),star
0.666,1473.670267
0.6665,1473.670088
0.667,1473.669909
0.6675,1473.669729
0.668,1473.66955
0.6685,1473.66937
0.669,1473.66919
0.6695,1473.66901
0.67,1473.66883
0.6705,1473.66865
0.671,1473.66847
0.6715,1473.66829
0.672,1473.66811
0.6725,1473.66793
0.673,1473.667749
0.6735,1473.667569
0.674,1473.667388
0.6745,1473.667207
0.675,1473.667027
0.6755,1473.666846
0.676,1473.666665
0.6765,1473.666484
0.677,1473.666303
0.6775,1473.666122
0.678,1473.66594
0.6785,1473.665759
0.679,1473.665578
0.6795,1473.665396
0.68,1473.665215
0.6805,1473.665033
0.681,1473.664852
0.6815,1473.66467
0.682,1473.664488
0.6825,1473.664306
0.683,1473.664124
0.6835,1473.663942
0.684,1473.66376
0.6845,1473.663578
0.685,1473.663396
0.6855,1473.663213
0.686,1473.663031
0.6865,1473.662849
0.687,1473.662666
0.6875,1473.662483
0.688,1473.662301
0.6885,1473.662118
0.689,1473.661935
0.6895,1473.661753
0.69,1473.66157
0.6905,1473.661387
0.691,1473.661204
0.6915,1473.661021
0.692,1473.660837
0.6925,1473.660654
0.693,1473.660471
0.6935,1473.660288
0.694,1473.660104
0.6945,1473.659921
0.695,1473.659737
0.6955,1473.659554
0.696,1473.65937
0.6965,1473.659186
0.697,1473.659003
0.6975,1473.658819
0.698,1473.658635
0.6985,1473.658451
0.699,1473.658267
0.6995,1473.658083
0.7,1473.657899
0.7005,1473.657715
0.701,1473.657531
0.7015,1473.657347
0.702,1473.657162
0.7025,1473.656978
0.703,1473.656794
0.7035,1473.656609
0.704,1473.656425
0.7045,1473.65624
0.705,1473.656056
0.7055,1473.655871
0.706,1473.655686
0.7065,1473.655501
0.707,1473.655317
0.7075,1473.655132
0.708,1473.654947
0.7085,1473.654762
0.709,1473.654577
0.7095,1473.654392
0.71,1473.654207
0.7105,1473.654022
0.711,1473.653837
0.7115,1473.653652
0.712,1473.653466
0.7125,1473.653281
0.713,1473.653096
0.7135,1473.652911
0.714,1473.652725
0.7145,1473.65254
0.715,1473.652354
0.7155,1473.652169
0.716,1473.651983
0.7165,1473.651798
0.717,1473.651612
0.7175,1473.651426
0.718,1473.651241
0.7185,1473.651055
0.719,1473.650869
0.7195,1473.650683
0.72,1473.650497
0.7205,1473.650312
0.721,1473.650126
0.7215,1473.64994
0.722,1473.649754
0.7225,1473.649568
0.723,1473.649382
0.7235,1473.649195
0.724,1473.649009
0.7245,1473.648823
0.725,1473.648637
0.7255,1473.648451
0.726,1473.648264
0.7265,1473.648078
0.727,1473.647892
0.7275,1473.647706
0.728,1473.647519
0.7285,1473.647333
0.729,1473.647146
0.7295,1473.64696
0.73,1473.646773
0.7305,1473.646587
0.731,1473.6464
0.7315,1473.646214
0.732,1473.646027
0.7325,1473.64584
0.733,1473.645654
0.7335,1473.645467
0.734,1473.64528
0.7345,1473.645094
0.735,1473.644907
0.7355,1473.64472
0.736,1473.644533
0.7365,1473.644346
0.737,1473.64416
0.7375,1473.643973
0.738,1473.643786
0.7385,1473.643599
0.739,1473.643412
0.7395,1473.643225
0.74,1473.643038
0.7405,1473.642851
0.741,1473.642664
0.7415,1473.642477
0.742,1473.64229
0.7425,1473.642103
0.743,1473.641915
0.7435,1473.641728
0.744,1473.641541
0.7445,1473.641354
0.745,1473.641167
0.7455,1473.64098
0.746,1473.640792
0.7465,1473.640605
0.747,1473.640418
0.7475,1473.640231
0.748,1473.640043
0.7485,1473.639856
0.749,1473.639669
0.7495,1473.639481
0.75,1473.639294
0.7505,1473.639107
0.751,1473.638919
0.7515,1473.638732
0.752,1473.638544
0.7525,1473.638357
0.753,1473.63817
0.7535,1473.637982
0.754,1473.637795
0.7545,1473.637607
0.755,1473.63742
0.7555,1473.637232
0.756,1473.637045
0.7565,1473.636857
0.757,1473.63667
0.7575,1473.636482
0.758,1473.636294
0.7585,1473.636107
0.759,1473.635919
0.7595,1473.635732
0.76,1473.635544
0.7605,1473.635356
0.761,1473.635169
0.7615,1473.634981
0.762,1473.634794
0.7625,1473.634606
0.763,1473.634418
0.7635,1473.634231
0.764,1473.634043
0.7645,1473.633855
0.765,1473.633668
0.7655,1473.63348
0.766,1473.633292
0.7665,1473.633105
0.767,1473.632917
0.7675,1473.632729
0.768,1473.632542
0.7685,1473.632354
0.769,1473.632166
0.7695,1473.631978
0.77,1473.631791
0.7705,1473.631603
0.771,1473.631415
0.7715,1473.631227
0.772,1473.63104
0.7725,1473.630852
0.773,1473.630664
0.7735,1473.630477
0.774,1473.630289
0.7745,1473.630101
0.775,1473.629913
0.7755,1473.629726
0.776,1473.629538
0.7765,1473.62935
0.777,1473.629162
0.7775,1473.628975
0.778,1473.628787
0.7785,1473.628599
0.779,1473.628411
0.7795,1473.628224
0.78,1473.628036
0.7805,1473.627848
0.781,1473.62766
0.7815,1473.627473
0.782,1473.627285
0.7825,1473.627097
0.783,1473.626909
0.7835,1473.626722
0.784,1473.626534
0.7845,1473.626346
0.785,1473.626159
0.7855,1473.625971
0.786,1473.625783
0.7865,1473.625595
0.787,1473.625408
0.7875,1473.62522
0.788,1473.625032
0.7885,1473.624845
0.789,1473.624657
0.7895,1473.624469
0.79,1473.624282
0.7905,1473.624094
0.791,1473.623906
0.7915,1473.623719
0.792,1473.623531
0.7925,1473.623343
0.793,1473.623156
0.7935,1473.622968
0.794,1473.622781
0.7945,1473.622593
0.795,1473.622405
0.7955,1473.622218
0.796,1473.62203
0.7965,1473.621843
0.797,1473.621655
0.7975,1473.621468
0.798,1473.62128
0.7985,1473.621092
0.799,1473.620905
0.7995,1473.620717
0.8,1473.62053
0.8005,1473.620342
0.801,1473.620155
0.8015,1473.619967
0.802,1473.61978
0.8025,1473.619593
0.803,1473.619405
0.8035,1473.619218
0.804,1473.61903
0.8045,1473.618843
0.805,1473.618656
0.8055,1473.618468
0.806,1473.618281
0.8065,1473.618093
0.807,1473.617906
0.8075,1473.617719
0.808,1473.617531
0.8085,1473.617344
0.809,1473.617157
0.8095,1473.61697
0.81,1473.616782
0.8105,1473.616595
0.811,1473.616408
0.8115,1473.616221
0.812,1473.616033
0.8125,1473.615846
0.813,1473.615659
0.8135,1473.615472
0.814,1473.615285
0.8145,1473.615098
0.815,1473.614911
0.8155,1473.614723
0.816,1473.614536
0.8165,1473.614349
0.817,1473.614162
0.8175,1473.613975
0.818,1473.613788
0.8185,1473.613601
0.819,1473.613414
0.8195,1473.613227
0.82,1473.61304
0.8205,1473.612853
0.821,1473.612667
0.8215,1473.61248
0.822,1473.612293
0.8225,1473.612106
0.823,1473.611919
0.8235,1473.611732
0.824,1473.611545
0.8245,1473.611359
0.825,1473.611172
0.8255,1473.610985
0.826,1473.610799
0.8265,1473.610612
0.827,1473.610425
0.8275,1473.610238
0.828,1473.610052
0.8285,1473.609865
0.829,1473.609679
0.8295,1473.609492
0.83,1473.609305
0.8305,1473.609119
0.831,1473.608932
0.8315,1473.608746
0.832,1473.608559
0.8325,1473.608373
0.833,1473.608187
0.8335,1473.608
0.834,1473.607814
0.8345,1473.607627
0.835,1473.607441
0.8355,1473.607255
0.836,1473.607068
0.8365,1473.606882
0.837,1473.606696
0.8375,1473.60651
0.838,1473.606323
0.8385,1473.606137
0.839,1473.605951
0.8395,1473.605765
0.84,1473.605579
0.8405,1473.605393
0.841,1473.605207
0.8415,1473.605021
0.842,1473.604835
0.8425,1473.604649
0.843,1473.604463
0.8435,1473.604277
0.844,1473.604091
0.8445,1473.603905
0.845,1473.603719
0.8455,1473.603533
0.846,1473.603347
0.8465,1473.603162
0.847,1473.602976
0.8475,1473.60279
0.848,1473.602604
0.8485,1473.602419
0.849,1473.602233
0.8495,1473.602047
0.85,1473.601862
0.8505,1473.601676
0.851,1473.601491
0.8515,1473.601305
0.852,1473.60112
0.8525,1473.600934
0.853,1473.600749
0.8535,1473.600563
0.854,1473.600378
0.8545,1473.600193
0.855,1473.600007
0.8555,1473.599822
0.856,1473.599637
0.8565,1473.599451
0.857,1473.599266
0.8575,1473.599081
0.858,1473.598896
0.8585,1473.598711
0.859,1473.598526
0.8595,1473.59834
0.86,1473.598155
0.8605,1473.59797
0.861,1473.597785
0.8615,1473.5976
0.862,1473.597415
0.8625,1473.597231
0.863,1473.597046
0.8635,1473.596861
0.864,1473.596676
0.8645,1473.596491
0.865,1473.596306
0.8655,1473.596122
0.866,1473.595937
0.8665,1473.595752
0.867,1473.595568
0.8675,1473.595383
0.868,1473.595198
0.8685,1473.595014
0.869,1473.594829
0.8695,1473.594645
0.87,1473.59446
0.8705,1473.594276
0.871,1473.594092
0.8715,1473.593907
0.872,1473.593723
0.8725,1473.593539
0.873,1473.593354
0.8735,1473.59317
0.874,1473.592986
0.8745,1473.592802
0.875,1473.592618
0.8755,1473.592433
0.876,1473.592249
0.8765,1473.592065
0.877,1473.591881
0.8775,1473.591697
0.878,1473.591513
0.8785,1473.591329
0.879,1473.591146
0.8795,1473.590962
0.88,1473.590778
0.8805,1473.590594
0.881,1473.59041
0.8815,1473.590227
0.882,1473.590043
0.8825,1473.589859
0.883,1473.589676
0.8835,1473.589492
0.884,1473.589309
0.8845,1473.589125
0.885,1473.588942
0.8855,1473.588758
0.886,1473.588575
0.8865,1473.588391
0.887,1473.588208
0.8875,1473.588025
0.888,1473.587841
0.8885,1473.587658
0.889,1473.587475
0.8895,1473.587292
0.89,1473.587109
0.8905,1473.586926
0.891,1473.586743
0.8915,1473.586559
0.892,1473.586376
0.8925,1473.586194
0.893,1473.586011
0.8935,1473.585828
0.894,1473.585645
0.8945,1473.585462
0.895,1473.585279
0.8955,1473.585096
0.896,1473.584914
0.8965,1473.584731
0.897,1473.584548
0.8975,1473.584366
0.898,1473.584183
0.8985,1473.584001
0.899,1473.583818
0.8995,1473.583636
0.9,1473.583453
0.9005,1473.583271
0.901,1473.583089
0.9015,1473.582906
0.902,1473.582724
0.9025,1473.582542
0.903,1473.58236
0.9035,1473.582177
0.904,1473.581995
0.9045,1473.581813
0.905,1473.581631
0.9055,1473.581449
0.906,1473.581267
0.9065,1473.581085
0.907,1473.580903
0.9075,1473.580721
0.908,1473.58054
0.9085,1473.580358
0.909,1473.580176
0.9095,1473.579994
0.91,1473.579813
0.9105,1473.579631
0.911,1473.579449
0.9115,1473.579268
0.912,1473.579086
0.9125,1473.578905
0.913,1473.578723
0.9135,1473.578542
0.914,1473.578361
0.9145,1473.578179
0.915,1473.577998
0.9155,1473.577817
0.916,1473.577636
0.9165,1473.577454
0.917,1473.577273
0.9175,1473.577092
0.918,1473.576911
0.9185,1473.57673
0.919,1473.576549
0.9195,1473.576368
0.92,1473.576187
0.9205,1473.576006
0.921,1473.575826
0.9215,1473.575645
0.922,1473.575464
0.9225,1473.575283
0.923,1473.575103
0.9235,1473.574922
0.924,1473.574742
0.9245,1473.574561
0.925,1473.57438
0.9255,1473.5742
0.926,1473.57402
0.9265,1473.573839
0.927,1473.573659
0.9275,1473.573479
0.928,1473.573298
0.9285,1473.573118
0.929,1473.572938
0.9295,1473.572758
0.93,1473.572578
0.9305,1473.572398
0.931,1473.572218
0.9315,1473.572038
0.932,1473.571858
0.9325,1473.571678
0.933,1473.571498
0.9335,1473.571318
0.934,1473.571138
0.9345,1473.570959
0.935,1473.570779
0.9355,1473.570599
0.936,1473.57042
0.9365,1473.57024
0.937,1473.570061
0.9375,1473.569881
0.938,1473.569702
0.9385,1473.569522
0.939,1473.569343
0.9395,1473.569164
0.94,1473.568984
0.9405,1473.568805
0.941,1473.568626
0.9415,1473.568447
0.942,1473.568268
0.9425,1473.568088
0.943,1473.567909
0.9435,1473.56773
0.944,1473.567552
0.9445,1473.567373
0.945,1473.567194
0.9455,1473.567015
0.946,1473.566836
0.9465,1473.566657
0.947,1473.566479
0.9475,1473.5663
0.948,1473.566122
0.9485,1473.565943
0.949,1473.565764
0.9495,1473.565586
0.95,1473.565408
0.9505,1473.565229
0.951,1473.565051
0.9515,1473.564873
0.952,1473.564694
0.9525,1473.564516
0.953,1473.564338
0.9535,1473.56416
0.954,1473.563982
0.9545,1473.563804
0.955,1473.563626
0.9555,1473.563448
0.956,1473.56327
0.9565,1473.563092
0.957,1473.562914
0.9575,1473.562736
0.958,1473.562558
0.9585,1473.562381
0.959,1473.562203
0.9595,1473.562026
0.96,1473.561848
0.9605,1473.56167
0.961,1473.561493
0.9615,1473.561316
0.962,1473.561138
0.9625,1473.560961
0.963,1473.560783
0.9635,1473.560606
0.964,1473.560429
0.9645,1473.560252
0.965,1473.560075
0.9655,1473.559898
0.966,1473.559721
0.9665,1473.559544
0.967,1473.559367
0.9675,1473.55919
0.968,1473.559013
0.9685,1473.558836
0.969,1473.558659
0.9695,1473.558482
0.97,1473.558306
0.9705,1473.558129
0.971,1473.557953
0.9715,1473.557776
0.972,1473.557599
0.9725,1473.557423
0.973,1473.557247
0.9735,1473.55707
0.974,1473.556894
0.9745,1473.556718
0.975,1473.556541
0.9755,1473.556365
0.976,1473.556189
0.9765,1473.556013
0.977,1473.555837
0.9775,1473.555661
0.978,1473.555485
0.9785,1473.555309
0.979,1473.555133
0.9795,1473.554957
0.98,1473.554781
0.9805,1473.554606
0.981,1473.55443
0.9815,1473.554254
0.982,1473.554079
0.9825,1473.553903
0.983,1473.553728
0.9835,1473.553552
0.984,1473.553377
0.9845,1473.553201
0.985,1473.553026
0.9855,1473.552851
0.986,1473.552675
0.9865,1473.5525
0.987,1473.552325
0.9875,1473.55215
0.988,1473.551975
0.9885,1473.5518
0.989,1473.551625
0.9895,1473.55145
0.99,1473.551275
0.9905,1473.5511
0.991,1473.550925
0.9915,1473.550751
0.992,1473.550576
0.9925,1473.550401
0.993,1473.550227
0.9935,1473.550052
0.994,1473.549878
0.9945,1473.549703
0.995,1473.549529
0.9955,1473.549354
0.996,1473.54918
0.9965,1473.549006
0.997,1473.548832
0.9975,1473.548657
0.998,1473.548483
0.9985,1473.548309
0.999,1473.548135
0.9995,1473.547961
1,1473.547787
1.0005,1473.547613
1.001,1473.547439
1.0015,1473.547265
1.002,1473.547092
1.0025,1473.546918
1.003,1473.546744
1.0035,1473.546571
1.004,1473.546397
1.0045,1473.546223
1.005,1473.54605
1.0055,1473.545876
1.006,1473.545703
1.0065,1473.54553
1.007,1473.545356
1.0075,1473.545183
1.008,1473.54501
1.0085,1473.544837
1.009,1473.544664
1.0095,1473.544491
1.01,1473.544317
1.0105,1473.544144
1.011,1473.543972
1.0115,1473.543799
1.012,1473.543626
1.0125,1473.543453
1.013,1473.54328
1.0135,1473.543108
1.014,1473.542935
1.0145,1473.542762
1.015,1473.54259
1.0155,1473.542417
1.016,1473.542245
1.0165,1473.542072
1.017,1473.5419
1.0175,1473.541728
1.018,1473.541555
1.0185,1473.541383
1.019,1473.541211
1.0195,1473.541039
1.02,1473.540867
1.0205,1473.540695
1.021,1473.540523
1.0215,1473.540351
1.022,1473.540179
1.0225,1473.540007
1.023,1473.539835
1.0235,1473.539663
1.024,1473.539492
1.0245,1473.53932
1.025,1473.539148
1.0255,1473.538977
1.026,1473.538805
1.0265,1473.538634
1.027,1473.538462
1.0275,1473.538291
1.028,1473.538119
1.0285,1473.537948
1.029,1473.537777
1.0295,1473.537606
1.03,1473.537435
1.0305,1473.537264
1.031,1473.537092
1.0315,1473.536921
1.032,1473.53675
1.0325,1473.53658
1.033,1473.536409
1.0335,1473.536238
1.034,1473.536067
1.0345,1473.535896
1.035,1473.535726
1.0355,1473.535555
1.036,1473.535385
1.0365,1473.535214
1.037,1473.535044
1.0375,1473.534873
1.038,1473.534703
1.0385,1473.534532
1.039,1473.534362
1.0395,1473.534192
1.04,1473.534022
1.0405,1473.533851
1.041,1473.533681
1.0415,1473.533511
1.042,1473.533341
1.0425,1473.533171
1.043,1473.533001
1.0435,1473.532832
1.044,1473.532662
1.0445,1473.532492
1.045,1473.532322
1.0455,1473.532153
1.046,1473.531983
1.0465,1473.531813
1.047,1473.531644
1.0475,1473.531474
1.048,1473.531305
1.0485,1473.531136
1.049,1473.530966
1.0495,1473.530797
1.05,1473.530628
1.0505,1473.530459
1.051,1473.530289
1.0515,1473.53012
1.052,1473.529951
1.0525,1473.529782
1.053,1473.529613
1.0535,1473.529444
1.054,1473.529276
1.0545,1473.529107
1.055,1473.528938
1.0555,1473.528769
1.056,1473.528601
1.0565,1473.528432
1.057,1473.528263
1.0575,1473.528095
1.058,1473.527926
1.0585,1473.527758
1.059,1473.52759
1.0595,1473.527421
1.06,1473.527253
1.0605,1473.527085
1.061,1473.526917
1.0615,1473.526749
1.062,1473.52658
1.0625,1473.526412
1.063,1473.526244
1.0635,1473.526076
1.064,1473.525909
1.0645,1473.525741
1.065,1473.525573
1.0655,1473.525405
1.066,1473.525238
1.0665,1473.52507
1.067,1473.524902
1.0675,1473.524735
1.068,1473.524567
1.0685,1473.5244
1.069,1473.524232
1.0695,1473.524065
1.07,1473.523898
1.0705,1473.52373
1.071,1473.523563
1.0715,1473.523396
1.072,1473.523229
1.0725,1473.523062
1.073,1473.522895
1.0735,1473.522728
1.074,1473.522561
1.0745,1473.522394
1.075,1473.522227
1.0755,1473.52206
1.076,1473.521894
1.0765,1473.521727
1.077,1473.52156
1.0775,1473.521394
1.078,1473.521227
1.0785,1473.521061
1.079,1473.520894
1.0795,1473.520728
1.08,1473.520562
1.0805,1473.520395
1.081,1473.520229
1.0815,1473.520063
1.082,1473.519897
1.0825,1473.519731
1.083,1473.519565
1.0835,1473.519399
1.084,1473.519233
1.0845,1473.519067
1.085,1473.518901
1.0855,1473.518735
1.086,1473.518569
1.0865,1473.518404
1.087,1473.518238
1.0875,1473.518072
1.088,1473.517907
1.0885,1473.517741
1.089,1473.517576
1.0895,1473.51741
1.09,1473.517245
1.0905,1473.51708
1.091,1473.516914
1.0915,1473.516749
1.092,1473.516584
1.0925,1473.516419
1.093,1473.516254
1.0935,1473.516089
1.094,1473.515924
1.0945,1473.515759
1.095,1473.515594
1.0955,1473.515429
1.096,1473.515264
1.0965,1473.5151
1.097,1473.514935
1.0975,1473.51477
1.098,1473.514606
1.0985,1473.514441
1.099,1473.514277
1.0995,1473.514112
1.1,1473.513948
1.1005,1473.513784
1.101,1473.513619
1.1015,1473.513455
1.102,1473.513291
1.1025,1473.513127
1.103,1473.512963
1.1035,1473.512799
1.104,1473.512635
1.1045,1473.512471
1.105,1473.512307
1.1055,1473.512143
1.106,1473.511979
1.1065,1473.511815
1.107,1473.511652
1.1075,1473.511488
1.108,1473.511324
1.1085,1473.511161
1.109,1473.510997
1.1095,1473.510834
1.11,1473.51067
1.1105,1473.510507
1.111,1473.510344
1.1115,1473.51018
1.112,1473.510017
1.1125,1473.509854
1.113,1473.509691
1.1135,1473.509528
1.114,1473.509365
1.1145,1473.509202
1.115,1473.509039
1.1155,1473.508876
1.116,1473.508713
1.1165,1473.50855
1.117,1473.508387
1.1175,1473.508225
1.118,1473.508062
1.1185,1473.5079
1.119,1473.507737
1.1195,1473.507574
1.12,1473.507412
1.1205,1473.50725
1.121,1473.507087
1.1215,1473.506925
1.122,1473.506763
1.1225,1473.506601
1.123,1473.506438
1.1235,1473.506276
1.124,1473.506114
1.1245,1473.505952
1.125,1473.50579
1.1255,1473.505628
1.126,1473.505466
1.1265,1473.505305
1.127,1473.505143
1.1275,1473.504981
1.128,1473.50482
1.1285,1473.504658
1.129,1473.504496
1.1295,1473.504335
1.13,1473.504173
1.1305,1473.504012
1.131,1473.503851
1.1315,1473.503689
1.132,1473.503528
1.1325,1473.503367
1.133,1473.503206
1.1335,1473.503044
1.134,1473.502883
1.1345,1473.502722
1.135,1473.502561
1.1355,1473.5024
1.136,1473.502239
1.1365,1473.502079
1.137,1473.501918
1.1375,1473.501757
1.138,1473.501596
1.1385,1473.501436
1.139,1473.501275
1.1395,1473.501115
1.14,1473.500954
1.1405,1473.500794
1.141,1473.500633
1.1415,1473.500473
1.142,1473.500313
1.1425,1473.500152
1.143,1473.499992
1.1435,1473.499832
1.144,1473.499672
1.1445,1473.499512
1.145,1473.499352
1.1455,1473.499192
1.146,1473.499032
1.1465,1473.498872
1.147,1473.498712
1.1475,1473.498552
1.148,1473.498393
1.1485,1473.498233
1.149,1473.498073
1.1495,1473.497914
1.15,1473.497754
1.1505,1473.497595
1.151,1473.497435
1.1515,1473.497276
1.152,1473.497117
1.1525,1473.496957
1.153,1473.496798
1.1535,1473.496639
1.154,1473.49648
1.1545,1473.496321
1.155,1473.496162
1.1555,1473.496003
1.156,1473.495844
1.1565,1473.495685
1.157,1473.495526
1.1575,1473.495367
1.158,1473.495208
1.1585,1473.49505
1.159,1473.494891
1.1595,1473.494732
1.16,1473.494574
1.1605,1473.494415
1.161,1473.494257
1.1615,1473.494099
1.162,1473.49394
1.1625,1473.493782
1.163,1473.493624
1.1635,1473.493465
1.164,1473.493307
1.1645,1473.493149
1.165,1473.492991
1.1655,1473.492833
1.166,1473.492675
1.1665,1473.492517
1.167,1473.492359
1.1675,1473.492201
1.168,1473.492044
1.1685,1473.491886
1.169,1473.491728
1.1695,1473.491571
1.17,1473.491413
1.1705,1473.491255
1.171,1473.491098
1.1715,1473.49094
1.172,1473.490783
1.1725,1473.490626
1.173,1473.490468
1.1735,1473.490311
1.174,1473.490154
1.1745,1473.489997
1.175,1473.48984
1.1755,1473.489683
1.176,1473.489526
1.1765,1473.489369
1.177,1473.489212
1.1775,1473.489055
1.178,1473.488898
1.1785,1473.488741
1.179,1473.488585
1.1795,1473.488428
1.18,1473.488271
1.1805,1473.488115
1.181,1473.487958
1.1815,1473.487802
1.182,1473.487645
1.1825,1473.487489
1.183,1473.487333
1.1835,1473.487176
1.184,1473.48702
1.1845,1473.486864
1.185,1473.486708
1.1855,1473.486552
1.186,1473.486396
1.1865,1473.48624
1.187,1473.486084
1.1875,1473.485928
1.188,1473.485772
1.1885,1473.485616
1.189,1473.48546
1.1895,1473.485305
1.19,1473.485149
1.1905,1473.484993
1.191,1473.484838
1.1915,1473.484682
1.192,1473.484527
1.1925,1473.484371
1.193,1473.484216
1.1935,1473.484061
1.194,1473.483905
1.1945,1473.48375
1.195,1473.483595
1.1955,1473.48344
1.196,1473.483285
1.1965,1473.48313
1.197,1473.482975
1.1975,1473.48282
1.198,1473.482665
1.1985,1473.48251
1.199,1473.482355
1.1995,1473.482201
1.2,1473.482046
1.2005,1473.481891
1.201,1473.481737
1.2015,1473.481582
1.202,1473.481428
1.2025,1473.481273
1.203,1473.481119
1.2035,1473.480964
1.204,1473.48081
1.2045,1473.480656
1.205,1473.480502
1.2055,1473.480347
1.206,1473.480193
1.2065,1473.480039
1.207,1473.479885
1.2075,1473.479731
1.208,1473.479577
1.2085,1473.479423
1.209,1473.47927
1.2095,1473.479116
1.21,1473.478962
1.2105,1473.478808
1.211,1473.478655
1.2115,1473.478501
1.212,1473.478348
1.2125,1473.478194
1.213,1473.478041
1.2135,1473.477887
1.214,1473.477734
1.2145,1473.47758
1.215,1473.477427
1.2155,1473.477274
1.216,1473.477121
1.2165,1473.476968
1.217,1473.476815
1.2175,1473.476662
1.218,1473.476509
1.2185,1473.476356
1.219,1473.476203
1.2195,1473.47605
1.22,1473.475897
1.2205,1473.475744
1.221,1473.475592
1.2215,1473.475439
1.222,1473.475287
1.2225,1473.475134
1.223,1473.474982
1.2235,1473.474829
1.224,1473.474677
1.2245,1473.474524
1.225,1473.474372
1.2255,1473.47422
1.226,1473.474068
1.2265,1473.473915
1.227,1473.473763
1.2275,1473.473611
1.228,1473.473459
1.2285,1473.473307
1.229,1473.473155
1.2295,1473.473003
1.23,1473.472852
1.2305,1473.4727
1.231,1473.472548
1.2315,1473.472396
1.232,1473.472245
1.2325,1473.472093
1.233,1473.471942
1.2335,1473.47179
1.234,1473.471639
1.2345,1473.471487
1.235,1473.471336
1.2355,1473.471184
1.236,1473.471033
1.2365,1473.470882
1.237,1473.470731
1.2375,1473.47058
1.238,1473.470429
1.2385,1473.470278
1.239,1473.470127
1.2395,1473.469976
1.24,1473.469825
1.2405,1473.469674
1.241,1473.469523
1.2415,1473.469372
1.242,1473.469222
1.2425,1473.469071
1.243,1473.46892
1.2435,1473.46877
1.244,1473.468619
1.2445,1473.468469
1.245,1473.468319
1.2455,1473.468168
1.246,1473.468018
1.2465,1473.467868
1.247,1473.467717
1.2475,1473.467567
1.248,1473.467417
1.2485,1473.467267
1.249,1473.467117
1.2495,1473.466967
1.25,1473.466817
1.2505,1473.466667
1.251,1473.466517
1.2515,1473.466367
1.252,1473.466218
1.2525,1473.466068
1.253,1473.465918
1.2535,1473.465769
1.254,1473.465619
1.2545,1473.46547
1.255,1473.46532
1.2555,1473.465171
1.256,1473.465021
1.2565,1473.464872
1.257,1473.464723
1.2575,1473.464573
1.258,1473.464424
1.2585,1473.464275
1.259,1473.464126
1.2595,1473.463977
1.26,1473.463828
1.2605,1473.463679
1.261,1473.46353
1.2615,1473.463381
1.262,1473.463232
1.2625,1473.463084
1.263,1473.462935
1.2635,1473.462786
1.264,1473.462638
1.2645,1473.462489
1.265,1473.462341
1.2655,1473.462192
1.266,1473.462044
1.2665,1473.461895
1.267,1473.461747
1.2675,1473.461599
1.268,1473.46145
1.2685,1473.461302
1.269,1473.461154
1.2695,1473.461006
1.27,1473.460858
1.2705,1473.46071
1.271,1473.460562
1.2715,1473.460414
1.272,1473.460266
1.2725,1473.460118
1.273,1473.45997
1.2735,1473.459823
1.274,1473.459675
1.2745,1473.459527
1.275,1473.45938
1.2755,1473.459232
1.276,1473.459085
1.2765,1473.458937
1.277,1473.45879
1.2775,1473.458642
1.278,1473.458495
1.2785,1473.458348
1.279,1473.458201
1.2795,1473.458053
1.28,1473.457906
1.2805,1473.457759
1.281,1473.457612
1.2815,1473.457465
1.282,1473.457318
1.2825,1473.457171
1.283,1473.457024
1.2835,1473.456878
1.284,1473.456731
1.2845,1473.456584
1.285,1473.456437
1.2855,1473.456291
1.286,1473.456144
1.2865,1473.455998
1.287,1473.455851
1.2875,1473.455705
1.288,1473.455558
1.2885,1473.455412
1.289,1473.455266
1.2895,1473.455119
1.29,1473.454973
1.2905,1473.454827
1.291,1473.454681
1.2915,1473.454535
1.292,1473.454389
1.2925,1473.454243
1.293,1473.454097
1.2935,1473.453951
1.294,1473.453805
1.2945,1473.453659
1.295,1473.453514
1.2955,1473.453368
1.296,1473.453222
1.2965,1473.453077
1.297,1473.452931
1.2975,1473.452786
1.298,1473.45264
1.2985,1473.452495
1.299,1473.452349
1.2995,1473.452204
1.3,1473.452059
1.3005,1473.451913
1.301,1473.451768
1.3015,1473.451623
1.302,1473.451478
1.3025,1473.451333
1.303,1473.451188
1.3035,1473.451043
1.304,1473.450898
1.3045,1473.450753
1.305,1473.450608
1.3055,1473.450464
1.306,1473.450319
1.3065,1473.450174
1.307,1473.450029
1.3075,1473.449885
1.308,1473.44974
1.3085,1473.449596
1.309,1473.449451
1.3095,1473.449307
1.31,1473.449163
1.3105,1473.449018
1.311,1473.448874
1.3115,1473.44873
1.312,1473.448586
1.3125,1473.448441
1.313,1473.448297
1.3135,1473.448153
1.314,1473.448009
1.3145,1473.447865
1.315,1473.447721
1.3155,1473.447578
1.316,1473.447434
1.3165,1473.44729
1.317,1473.447146
1.3175,1473.447003
1.318,1473.446859
1.3185,1473.446715
1.319,1473.446572
1.3195,1473.446428
1.32,1473.446285
1.3205,1473.446141
1.321,1473.445998
1.3215,1473.445855
1.322,1473.445711
1.3225,1473.445568
1.323,1473.445425
1.3235,1473.445282
1.324,1473.445139
1.3245,1473.444996
1.325,1473.444853
1.3255,1473.44471
1.326,1473.444567
1.3265,1473.444424
1.327,1473.444281
1.3275,1473.444138
1.328,1473.443996
1.3285,1473.443853
1.329,1473.44371
1.3295,1473.443568
1.33,1473.443425
1.3305,1473.443283
1.331,1473.44314
1.3315,1473.442998
