Physical Time: Physical Time (s),star,cowan,parker,rectangle,star/ana
1.314,1473.4454250000,1473.311018,1473.580849,1473.30636329969,1.000096141
1.3145,1473.4452820000,1473.310956,1473.580849,1473.30629591977,1.000096089
1.315,1473.4451390000,1473.310894,1473.58085,1473.30622855012,1.000096037
1.3155,1473.4449960000,1473.310831,1473.58085,1473.30616119076,1.000095986
1.316,1473.4448530000,1473.310769,1473.580851,1473.30609384169,1.000095934
1.3165,1473.4447100000,1473.310707,1473.580851,1473.30602650290,1.000095882
1.317,1473.4445670000,1473.310645,1473.580851,1473.30595917440,1.00009583
1.3175,1473.4444240000,1473.310583,1473.580852,1473.30589185619,1.000095779
1.318,1473.4442810000,1473.31052,1473.580852,1473.30582454828,1.000095727
1.3185,1473.4441380000,1473.310458,1473.580853,1473.30575725066,1.000095674
1.319,1473.4439960000,1473.310396,1473.580853,1473.30568996334,1.000095623
1.3195,1473.4438530000,1473.310334,1473.580853,1473.30562268633,1.000095571
1.32,1473.4437100000,1473.310272,1473.580854,1473.30555541962,1.00009552
1.3205,1473.4435680000,1473.31021,1473.580854,1473.30548816321,1.000095468
1.321,1473.4434250000,1473.310148,1473.580854,1473.30542091712,1.000095416
1.3215,1473.4432830000,1473.310086,1473.580855,1473.30535368133,1.000095365
1.322,1473.4431400000,1473.310024,1473.580855,1473.30528645586,1.000095313
1.3225,1473.4429980000,1473.309962,1473.580856,1473.30521924070,1.000095261
1.323,1473.4428550000,1473.3099,1473.580856,1473.30515203587,1.00009521
1.3235,1473.4427130000,1473.309838,1473.580856,1473.30508484135,1.000095158
1.324,1473.4425710000,1473.309776,1473.580857,1473.30501765715,1.000095107
1.3245,1473.4424290000,1473.309714,1473.580857,1473.30495048328,1.000095055
1.325,1473.4422860000,1473.309652,1473.580857,1473.30488331974,1.000095004
1.3255,1473.4421440000,1473.30959,1473.580858,1473.30481616652,1.000094952
1.326,1473.4420020000,1473.309528,1473.580858,1473.30474902364,1.000094901
1.3265,1473.4418600000,1473.309466,1473.580859,1473.30468189109,1.000094849
1.327,1473.4417180000,1473.309404,1473.580859,1473.30461476887,1.000094798
1.3275,1473.4415760000,1473.309342,1473.580859,1473.30454765700,1.000094746
1.328,1473.4414340000,1473.30928,1473.58086,1473.30448055546,1.000094696
1.3285,1473.4412920000,1473.309218,1473.58086,1473.30441346427,1.000094644
1.329,1473.4411510000,1473.309156,1473.58086,1473.30434638342,1.000094593
1.3295,1473.4410090000,1473.309094,1473.580861,1473.30427931292,1.000094542
1.33,1473.4408670000,1473.309032,1473.580861,1473.30421225277,1.00009449
1.3305,1473.4407250000,1473.30897,1473.580861,1473.30414520297,1.000094439
1.331,1473.4405840000,1473.308909,1473.580862,1473.30407816352,1.000094388
1.3315,1473.4404420000,1473.308847,1473.580862,1473.30401113443,1.000094337
1.332,1473.4403010000,1473.308785,1473.580863,1473.30394411569,1.000094285
1.3325,1473.4401590000,1473.308723,1473.580863,1473.30387710732,1.000094234
1.333,1473.4400180000,1473.308661,1473.580863,1473.30381010931,1.000094183
1.3335,1473.4398760000,1473.3086,1473.580864,1473.30374312166,1.000094133
1.334,1473.4397350000,1473.308538,1473.580864,1473.30367614438,1.000094081
1.3345,1473.4395930000,1473.308476,1473.580864,1473.30360917747,1.00009403
1.335,1473.4394520000,1473.308414,1473.580865,1473.30354222092,1.000093979
1.3355,1473.4393110000,1473.308353,1473.580865,1473.30347527475,1.000093928
1.336,1473.4391700000,1473.308291,1473.580865,1473.30340833896,1.000093877
1.3365,1473.4390290000,1473.308229,1473.580866,1473.30334141354,1.000093826
1.337,1473.4388880000,1473.308167,1473.580866,1473.30327449850,1.000093775
1.3375,1473.4387460000,1473.308106,1473.580866,1473.30320759384,1.000093724
1.338,1473.4386050000,1473.308044,1473.580867,1473.30314069957,1.000093674
1.3385,1473.4384640000,1473.307982,1473.580867,1473.30307381568,1.000093623
1.339,1473.4383240000,1473.307921,1473.580867,1473.30300694217,1.000093572
1.3395,1473.4381830000,1473.307859,1473.580868,1473.30294007906,1.000093521
1.34,1473.4380420000,1473.307797,1473.580868,1473.30287322634,1.000093471
1.3405,1473.4379010000,1473.307736,1473.580868,1473.30280638401,1.00009342
1.341,1473.4377600000,1473.307674,1473.580869,1473.30273955207,1.000093369
1.3415,1473.4376200000,1473.307613,1473.580869,1473.30267273054,1.000093318
1.342,1473.4374790000,1473.307551,1473.580869,1473.30260591940,1.000093268
1.3425,1473.4373380000,1473.307489,1473.58087,1473.30253911866,1.000093217
1.343,1473.4371980000,1473.307428,1473.58087,1473.30247232833,1.000093167
1.3435,1473.4370570000,1473.307366,1473.58087,1473.30240554840,1.000093116
1.344,1473.4369170000,1473.307305,1473.580871,1473.30233877888,1.000093065
1.3445,1473.4367760000,1473.307243,1473.580871,1473.30227201977,1.000093015
1.345,1473.4366360000,1473.307182,1473.580871,1473.30220527107,1.000092964
1.3455,1473.4364960000,1473.30712,1473.580872,1473.30213853278,1.000092914
1.346,1473.4363550000,1473.307059,1473.580872,1473.30207180491,1.000092864
1.3465,1473.4362150000,1473.306997,1473.580872,1473.30200508746,1.000092813
1.347,1473.4360750000,1473.306936,1473.580873,1473.30193838042,1.000092762
1.3475,1473.4359350000,1473.306874,1473.580873,1473.30187168381,1.000092712
1.348,1473.4357950000,1473.306813,1473.580873,1473.30180499762,1.000092662
1.3485,1473.4356540000,1473.306752,1473.580874,1473.30173832185,1.000092611
1.349,1473.4355140000,1473.30669,1473.580874,1473.30167165651,1.000092561
1.3495,1473.4353740000,1473.306629,1473.580874,1473.30160500160,1.000092511
1.35,1473.4352350000,1473.306567,1473.580874,1473.30153835711,1.00009246
1.3505,1473.4350950000,1473.306506,1473.580875,1473.30147172306,1.00009241
1.351,1473.4349550000,1473.306445,1473.580875,1473.30140509945,1.00009236
1.3515,1473.4348150000,1473.306383,1473.580875,1473.30133848627,1.000092309
1.352,1473.4346750000,1473.306322,1473.580876,1473.30127188353,1.00009226
1.3525,1473.4345350000,1473.306261,1473.580876,1473.30120529123,1.000092209
1.353,1473.4343960000,1473.306199,1473.580876,1473.30113870937,1.000092159
1.3535,1473.4342560000,1473.306138,1473.580877,1473.30107213796,1.000092109
1.354,1473.4341170000,1473.306077,1473.580877,1473.30100557699,1.000092059
1.3545,1473.4339770000,1473.306015,1473.580877,1473.30093902646,1.000092009
1.355,1473.4338380000,1473.305954,1473.580878,1473.30087248639,1.000091958
1.3555,1473.4336980000,1473.305893,1473.580878,1473.30080595677,1.000091909
1.356,1473.4335590000,1473.305832,1473.580878,1473.30073943760,1.000091859
1.3565,1473.4334190000,1473.30577,1473.580878,1473.30067292888,1.000091809
1.357,1473.4332800000,1473.305709,1473.580879,1473.30060643062,1.000091759
1.3575,1473.4331410000,1473.305648,1473.580879,1473.30053994282,1.000091708
1.358,1473.4330020000,1473.305587,1473.580879,1473.30047346548,1.000091659
1.3585,1473.4328620000,1473.305525,1473.58088,1473.30040699860,1.000091609
1.359,1473.4327230000,1473.305464,1473.58088,1473.30034054218,1.000091559
1.3595,1473.4325840000,1473.305403,1473.58088,1473.30027409623,1.000091509
1.36,1473.4324450000,1473.305342,1473.58088,1473.30020766075,1.00009146
1.3605,1473.4323060000,1473.305281,1473.580881,1473.30014123573,1.00009141
1.361,1473.4321670000,1473.30522,1473.580881,1473.30007482119,1.00009136
1.3615,1473.4320280000,1473.305159,1473.580881,1473.30000841712,1.00009131
1.362,1473.4318890000,1473.305097,1473.580882,1473.29994202352,1.00009126
1.3625,1473.4317500000,1473.305036,1473.580882,1473.29987564040,1.00009121
1.363,1473.4316120000,1473.304975,1473.580882,1473.29980926775,1.000091161
1.3635,1473.4314730000,1473.304914,1473.580882,1473.29974290559,1.000091111
1.364,1473.4313340000,1473.304853,1473.580883,1473.29967655391,1.000091062
1.3645,1473.4311960000,1473.304792,1473.580883,1473.29961021270,1.000091012
1.365,1473.4310570000,1473.304731,1473.580883,1473.29954388199,1.000090963
1.3655,1473.4309180000,1473.30467,1473.580884,1473.29947756176,1.000090913
1.366,1473.4307800000,1473.304609,1473.580884,1473.29941125201,1.000090863
1.3665,1473.4306410000,1473.304548,1473.580884,1473.29934495276,1.000090814
1.367,1473.4305030000,1473.304487,1473.580884,1473.29927866400,1.000090765
1.3675,1473.4303650000,1473.304426,1473.580885,1473.29921238573,1.000090715
1.368,1473.4302260000,1473.304365,1473.580885,1473.29914611795,1.000090665
1.3685,1473.4300880000,1473.304304,1473.580885,1473.29907986067,1.000090616
1.369,1473.4299500000,1473.304243,1473.580886,1473.29901361389,1.000090566
1.3695,1473.4298110000,1473.304182,1473.580886,1473.29894737761,1.000090517
1.37,1473.4296730000,1473.304121,1473.580886,1473.29888115183,1.000090468
1.3705,1473.4295350000,1473.30406,1473.580886,1473.29881493655,1.000090418
1.371,1473.4293970000,1473.304,1473.580887,1473.29874873178,1.000090369
1.3715,1473.4292590000,1473.303939,1473.580887,1473.29868253751,1.000090319
1.372,1473.4291210000,1473.303878,1473.580887,1473.29861635376,1.000090271
1.3725,1473.4289830000,1473.303817,1473.580887,1473.29855018051,1.000090221
1.373,1473.4288450000,1473.303756,1473.580888,1473.29848401777,1.000090172
1.3735,1473.4287070000,1473.303695,1473.580888,1473.29841786554,1.000090123
1.374,1473.4285700000,1473.303634,1473.580888,1473.29835172383,1.000090074
1.3745,1473.4284320000,1473.303574,1473.580888,1473.29828559263,1.000090024
1.375,1473.4282940000,1473.303513,1473.580889,1473.29821947195,1.000089975
1.3755,1473.4281560000,1473.303452,1473.580889,1473.29815336179,1.000089926
1.376,1473.4280190000,1473.303391,1473.580889,1473.29808726215,1.000089877
1.3765,1473.4278810000,1473.303331,1473.58089,1473.29802117303,1.000089828
1.377,1473.4277440000,1473.30327,1473.58089,1473.29795509444,1.000089779
1.3775,1473.4276060000,1473.303209,1473.58089,1473.29788902637,1.00008973
1.378,1473.4274690000,1473.303148,1473.58089,1473.29782296883,1.000089681
1.3785,1473.4273310000,1473.303088,1473.580891,1473.29775692181,1.000089632
1.379,1473.4271940000,1473.303027,1473.580891,1473.29769088533,1.000089583
1.3795,1473.4270560000,1473.302966,1473.580891,1473.29762485938,1.000089534
1.38,1473.4269190000,1473.302906,1473.580891,1473.29755884396,1.000089485
1.3805,1473.4267820000,1473.302845,1473.580892,1473.29749283907,1.000089436
1.381,1473.4266450000,1473.302784,1473.580892,1473.29742684472,1.000089387
1.3815,1473.4265080000,1473.302724,1473.580892,1473.29736086091,1.000089338
1.382,1473.4263700000,1473.302663,1473.580892,1473.29729488764,1.00008929
1.3825,1473.4262330000,1473.302602,1473.580893,1473.29722892491,1.000089241
1.383,1473.4260960000,1473.302542,1473.580893,1473.29716297272,1.000089192
1.3835,1473.4259590000,1473.302481,1473.580893,1473.29709703107,1.000089144
1.384,1473.4258220000,1473.302421,1473.580893,1473.29703109997,1.000089095
1.3845,1473.4256860000,1473.30236,1473.580894,1473.29696517941,1.000089046
1.385,1473.4255490000,1473.302299,1473.580894,1473.29689926941,1.000088997
1.3855,1473.4254120000,1473.302239,1473.580894,1473.29683336995,1.000088949
1.386,1473.4252750000,1473.302178,1473.580894,1473.29676748104,1.0000889
1.3865,1473.4251380000,1473.302118,1473.580895,1473.29670160269,1.000088851
1.387,1473.4250020000,1473.302057,1473.580895,1473.29663573489,1.000088803
1.3875,1473.4248650000,1473.301997,1473.580895,1473.29656987764,1.000088754
1.388,1473.4247290000,1473.301936,1473.580895,1473.29650403096,1.000088706
1.3885,1473.4245920000,1473.301876,1473.580895,1473.29643819483,1.000088657
1.389,1473.4244560000,1473.301815,1473.580896,1473.29637236926,1.000088609
1.3895,1473.4243190000,1473.301755,1473.580896,1473.29630655425,1.00008856
1.39,1473.4241830000,1473.301694,1473.580896,1473.29624074980,1.000088512
1.3905,1473.4240460000,1473.301634,1473.580896,1473.29617495592,1.000088464
1.391,1473.4239100000,1473.301574,1473.580897,1473.29610917260,1.000088415
1.3915,1473.4237740000,1473.301513,1473.580897,1473.29604339985,1.000088366
1.392,1473.4236370000,1473.301453,1473.580897,1473.29597763767,1.000088318
1.3925,1473.4235010000,1473.301392,1473.580897,1473.29591188605,1.00008827
1.393,1473.4233650000,1473.301332,1473.580898,1473.29584614501,1.000088221
1.3935,1473.4232290000,1473.301272,1473.580898,1473.29578041454,1.000088173
1.394,1473.4230930000,1473.301211,1473.580898,1473.29571469465,1.000088125
1.3945,1473.4229570000,1473.301151,1473.580898,1473.29564898533,1.000088077
1.395,1473.4228210000,1473.301091,1473.580898,1473.29558328658,1.000088028
1.3955,1473.4226850000,1473.30103,1473.580899,1473.29551759842,1.00008798
1.396,1473.4225490000,1473.30097,1473.580899,1473.29545192083,1.000087932
1.3965,1473.4224130000,1473.30091,1473.580899,1473.29538625382,1.000087884
1.397,1473.4222770000,1473.300849,1473.580899,1473.29532059740,1.000087836
1.3975,1473.4221420000,1473.300789,1473.5809,1473.29525495156,1.000087788
1.398,1473.4220060000,1473.300729,1473.5809,1473.29518931630,1.00008774
1.3985,1473.4218700000,1473.300669,1473.5809,1473.29512369163,1.000087691
1.399,1473.4217350000,1473.300609,1473.5809,1473.29505807755,1.000087644
1.3995,1473.4215990000,1473.300548,1473.5809,1473.29499247406,1.000087595
1.4,1473.4214640000,1473.300488,1473.580901,1473.29492688115,1.000087547
1.4005,1473.4213280000,1473.300428,1473.580901,1473.29486129884,1.0000875
1.401,1473.4211930000,1473.300368,1473.580901,1473.29479572712,1.000087451
1.4015,1473.4210570000,1473.300308,1473.580901,1473.29473016599,1.000087403
1.402,1473.4209220000,1473.300247,1473.580902,1473.29466461546,1.000087355
1.4025,1473.4207860000,1473.300187,1473.580902,1473.29459907553,1.000087308
1.403,1473.4206510000,1473.300127,1473.580902,1473.29453354619,1.00008726
1.4035,1473.4205160000,1473.300067,1473.580902,1473.29446802746,1.000087212
1.404,1473.4203810000,1473.300007,1473.580902,1473.29440251932,1.000087164
1.4045,1473.4202460000,1473.299947,1473.580903,1473.29433702179,1.000087116
1.405,1473.4201100000,1473.299887,1473.580903,1473.29427153486,1.000087068
1.4055,1473.4199750000,1473.299827,1473.580903,1473.29420605853,1.000087021
1.406,1473.4198400000,1473.299767,1473.580903,1473.29414059281,1.000086973
1.4065,1473.4197050000,1473.299706,1473.580903,1473.29407513770,1.000086926
1.407,1473.4195700000,1473.299646,1473.580904,1473.29400969319,1.000086878
1.4075,1473.4194360000,1473.299586,1473.580904,1473.29394425929,1.00008683
1.408,1473.4193010000,1473.299526,1473.580904,1473.29387883601,1.000086783
1.4085,1473.4191660000,1473.299466,1473.580904,1473.29381342333,1.000086735
1.409,1473.4190310000,1473.299406,1473.580905,1473.29374802127,1.000086687
1.4095,1473.4188960000,1473.299346,1473.580905,1473.29368262983,1.000086639
1.41,1473.4187620000,1473.299286,1473.580905,1473.29361724900,1.000086592
1.4105,1473.4186270000,1473.299226,1473.580905,1473.29355187878,1.000086544
1.411,1473.4184920000,1473.299167,1473.580905,1473.29348651919,1.000086497
1.4115,1473.4183580000,1473.299107,1473.580906,1473.29342117021,1.000086449
1.412,1473.4182230000,1473.299047,1473.580906,1473.29335583186,1.000086402
1.4125,1473.4180890000,1473.298987,1473.580906,1473.29329050412,1.000086354
1.413,1473.4179550000,1473.298927,1473.580906,1473.29322518701,1.000086307
1.4135,1473.4178200000,1473.298867,1473.580906,1473.29315988053,1.00008626
1.414,1473.4176860000,1473.298807,1473.580907,1473.29309458467,1.000086212
1.4145,1473.4175520000,1473.298747,1473.580907,1473.29302929943,1.000086165
1.415,1473.4174170000,1473.298687,1473.580907,1473.29296402483,1.000086117
1.4155,1473.4172830000,1473.298628,1473.580907,1473.29289876085,1.00008607
1.416,1473.4171490000,1473.298568,1473.580907,1473.29283350750,1.000086023
1.4165,1473.4170150000,1473.298508,1473.580908,1473.29276826479,1.000085976
1.417,1473.4168810000,1473.298448,1473.580908,1473.29270303270,1.000085929
1.4175,1473.4167470000,1473.298388,1473.580908,1473.29263781125,1.000085881
1.418,1473.4166130000,1473.298329,1473.580908,1473.29257260044,1.000085834
1.4185,1473.4164790000,1473.298269,1473.580908,1473.29250740026,1.000085786
1.419,1473.4163450000,1473.298209,1473.580908,1473.29244221072,1.00008574
1.4195,1473.4162110000,1473.298149,1473.580909,1473.29237703182,1.000085692
1.42,1473.4160770000,1473.298089,1473.580909,1473.29231186355,1.000085645
1.4205,1473.4159430000,1473.29803,1473.580909,1473.29224670593,1.000085598
1.421,1473.4158100000,1473.29797,1473.580909,1473.29218155895,1.000085551
1.4215,1473.4156760000,1473.29791,1473.580909,1473.29211642261,1.000085504
1.422,1473.4155420000,1473.297851,1473.58091,1473.29205129692,1.000085457
1.4225,1473.4154090000,1473.297791,1473.58091,1473.29198618187,1.00008541
1.423,1473.4152750000,1473.297731,1473.58091,1473.29192107746,1.000085363
1.4235,1473.4151420000,1473.297672,1473.58091,1473.29185598371,1.000085316
1.424,1473.4150080000,1473.297612,1473.58091,1473.29179090060,1.000085269
1.4245,1473.4148750000,1473.297552,1473.580911,1473.29172582815,1.000085222
1.425,1473.4147410000,1473.297493,1473.580911,1473.29166076634,1.000085175
1.4255,1473.4146080000,1473.297433,1473.580911,1473.29159571518,1.000085129
1.426,1473.4144750000,1473.297374,1473.580911,1473.29153067468,1.000085082
1.4265,1473.4143410000,1473.297314,1473.580911,1473.29146564484,1.000085035
1.427,1473.4142080000,1473.297254,1473.580911,1473.29140062564,1.000084988
1.4275,1473.4140750000,1473.297195,1473.580912,1473.29133561711,1.000084941
1.428,1473.4139420000,1473.297135,1473.580912,1473.29127061923,1.000084895
1.4285,1473.4138090000,1473.297076,1473.580912,1473.29120563201,1.000084848
1.429,1473.4136760000,1473.297016,1473.580912,1473.29114065545,1.000084801
1.4295,1473.4135430000,1473.296957,1473.580912,1473.29107568955,1.000084754
1.43,1473.4134100000,1473.296897,1473.580913,1473.29101073431,1.000084708
1.4305,1473.4132770000,1473.296838,1473.580913,1473.29094578973,1.000084661
1.431,1473.4131440000,1473.296778,1473.580913,1473.29088085582,1.000084614
1.4315,1473.4130110000,1473.296719,1473.580913,1473.29081593257,1.000084568
1.432,1473.4128780000,1473.296659,1473.580913,1473.29075101999,1.000084521
1.4325,1473.4127460000,1473.2966,1473.580913,1473.29068611808,1.000084475
1.433,1473.4126130000,1473.296541,1473.580914,1473.29062122683,1.000084428
1.4335,1473.4124800000,1473.296481,1473.580914,1473.29055634625,1.000084382
1.434,1473.4123480000,1473.296422,1473.580914,1473.29049147635,1.000084335
1.4345,1473.4122150000,1473.296362,1473.580914,1473.29042661711,1.000084288
1.435,1473.4120820000,1473.296303,1473.580914,1473.29036176854,1.000084242
1.4355,1473.4119500000,1473.296244,1473.580914,1473.29029693065,1.000084195
1.436,1473.4118170000,1473.296184,1473.580915,1473.29023210344,1.000084149
1.4365,1473.4116850000,1473.296125,1473.580915,1473.29016728689,1.000084103
1.437,1473.4115530000,1473.296065,1473.580915,1473.29010248103,1.000084056
1.4375,1473.4114200000,1473.296006,1473.580915,1473.29003768584,1.00008401
1.438,1473.4112880000,1473.295947,1473.580915,1473.28997290133,1.000083964
1.4385,1473.4111560000,1473.295888,1473.580915,1473.28990812750,1.000083918
1.439,1473.4110240000,1473.295828,1473.580916,1473.28984336434,1.000083871
1.4395,1473.4108910000,1473.295769,1473.580916,1473.28977861187,1.000083825
1.44,1473.4107590000,1473.29571,1473.580916,1473.28971387009,1.000083779
1.4405,1473.4106270000,1473.29565,1473.580916,1473.28964913898,1.000083732
1.441,1473.4104950000,1473.295591,1473.580916,1473.28958441856,1.000083686
1.4415,1473.4103630000,1473.295532,1473.580916,1473.28951970882,1.00008364
1.442,1473.4102310000,1473.295473,1473.580917,1473.28945500977,1.000083594
1.4425,1473.4100990000,1473.295414,1473.580917,1473.28939032141,1.000083548
1.443,1473.4099680000,1473.295354,1473.580917,1473.28932564373,1.000083502
1.4435,1473.4098360000,1473.295295,1473.580917,1473.28926097675,1.000083455
1.444,1473.4097040000,1473.295236,1473.580917,1473.28919632045,1.000083409
1.4445,1473.4095720000,1473.295177,1473.580917,1473.28913167485,1.000083363
1.445,1473.4094400000,1473.295118,1473.580918,1473.28906703993,1.000083317
1.4455,1473.4093090000,1473.295059,1473.580918,1473.28900241571,1.000083271
1.446,1473.4091770000,1473.294999,1473.580918,1473.28893780219,1.000083225
1.4465,1473.4090460000,1473.29494,1473.580918,1473.28887319935,1.000083179
1.447,1473.4089140000,1473.294881,1473.580918,1473.28880860722,1.000083133
1.4475,1473.4087830000,1473.294822,1473.580918,1473.28874402578,1.000083088
1.448,1473.4086510000,1473.294763,1473.580919,1473.28867945503,1.000083042
1.4485,1473.4085200000,1473.294704,1473.580919,1473.28861489499,1.000082995
1.449,1473.4083880000,1473.294645,1473.580919,1473.28855034564,1.00008295
1.4495,1473.4082570000,1473.294586,1473.580919,1473.28848580700,1.000082904
1.45,1473.4081260000,1473.294527,1473.580919,1473.28842127905,1.000082858
1.4505,1473.4079950000,1473.294468,1473.580919,1473.28835676181,1.000082812
1.451,1473.4078630000,1473.294409,1473.580919,1473.28829225527,1.000082766
1.4515,1473.4077320000,1473.29435,1473.58092,1473.28822775944,1.000082721
1.452,1473.4076010000,1473.294291,1473.58092,1473.28816327431,1.000082675
1.4525,1473.4074700000,1473.294232,1473.58092,1473.28809879988,1.00008263
1.453,1473.4073390000,1473.294173,1473.58092,1473.28803433616,1.000082584
1.4535,1473.4072080000,1473.294114,1473.58092,1473.28796988315,1.000082538
1.454,1473.4070770000,1473.294055,1473.58092,1473.28790544085,1.000082492
1.4545,1473.4069460000,1473.293996,1473.580921,1473.28784100926,1.000082447
1.455,1473.4068150000,1473.293937,1473.580921,1473.28777658837,1.000082401
1.4555,1473.4066850000,1473.293878,1473.580921,1473.28771217820,1.000082356
1.456,1473.4065540000,1473.293819,1473.580921,1473.28764777874,1.00008231
1.4565,1473.4064230000,1473.29376,1473.580921,1473.28758338999,1.000082265
1.457,1473.4062920000,1473.293702,1473.580921,1473.28751901196,1.000082219
1.4575,1473.4061620000,1473.293643,1473.580921,1473.28745464464,1.000082174
1.458,1473.4060310000,1473.293584,1473.580922,1473.28739028803,1.000082128
1.4585,1473.4059010000,1473.293525,1473.580922,1473.28732594214,1.000082082
1.459,1473.4057700000,1473.293466,1473.580922,1473.28726160697,1.000082037
1.4595,1473.4056400000,1473.293407,1473.580922,1473.28719728252,1.000081992
1.46,1473.4055090000,1473.293349,1473.580922,1473.28713296878,1.000081946
1.4605,1473.4053790000,1473.29329,1473.580922,1473.28706866577,1.000081901
1.461,1473.4052480000,1473.293231,1473.580922,1473.28700437347,1.000081855
1.4615,1473.4051180000,1473.293172,1473.580923,1473.28694009190,1.00008181
1.462,1473.4049880000,1473.293114,1473.580923,1473.28687582105,1.000081765
1.4625,1473.4048580000,1473.293055,1473.580923,1473.28681156092,1.00008172
1.463,1473.4047280000,1473.292996,1473.580923,1473.28674731151,1.000081674
1.4635,1473.4045970000,1473.292937,1473.580923,1473.28668307283,1.000081629
1.464,1473.4044670000,1473.292879,1473.580923,1473.28661884488,1.000081584
1.4645,1473.4043370000,1473.29282,1473.580923,1473.28655462765,1.000081539
1.465,1473.4042070000,1473.292761,1473.580924,1473.28649042114,1.000081494
1.4655,1473.4040770000,1473.292703,1473.580924,1473.28642622537,1.000081448
1.466,1473.4039470000,1473.292644,1473.580924,1473.28636204032,1.000081403
1.4665,1473.4038170000,1473.292585,1473.580924,1473.28629786600,1.000081358
1.467,1473.4036880000,1473.292527,1473.580924,1473.28623370242,1.000081313
1.4675,1473.4035580000,1473.292468,1473.580924,1473.28616954956,1.000081268
1.468,1473.4034280000,1473.292409,1473.580924,1473.28610540744,1.000081223
1.4685,1473.4032980000,1473.292351,1473.580924,1473.28604127605,1.000081178
1.469,1473.4031690000,1473.292292,1473.580925,1473.28597715539,1.000081133
1.4695,1473.4030390000,1473.292234,1473.580925,1473.28591304546,1.000081088
1.47,1473.4029090000,1473.292175,1473.580925,1473.28584894627,1.000081043
1.4705,1473.4027800000,1473.292117,1473.580925,1473.28578485782,1.000080998
1.471,1473.4026500000,1473.292058,1473.580925,1473.28572078010,1.000080953
1.4715,1473.4025210000,1473.291999,1473.580925,1473.28565671312,1.000080908
1.472,1473.4023910000,1473.291941,1473.580925,1473.28559265688,1.000080864
1.4725,1473.4022620000,1473.291882,1473.580926,1473.28552861138,1.000080818
1.473,1473.4021330000,1473.291824,1473.580926,1473.28546457661,1.000080773
1.4735,1473.4020030000,1473.291765,1473.580926,1473.28540055259,1.000080729
1.474,1473.4018740000,1473.291707,1473.580926,1473.28533653931,1.000080684
1.4745,1473.4017450000,1473.291648,1473.580926,1473.28527253677,1.000080639
1.475,1473.4016160000,1473.29159,1473.580926,1473.28520854497,1.000080594
1.4755,1473.4014860000,1473.291532,1473.580926,1473.28514456391,1.00008055
1.476,1473.4013570000,1473.291473,1473.580926,1473.28508059360,1.000080505
1.4765,1473.4012280000,1473.291415,1473.580927,1473.28501663403,1.000080461
1.477,1473.4010990000,1473.291356,1473.580927,1473.28495268521,1.000080416
1.4775,1473.4009700000,1473.291298,1473.580927,1473.28488874714,1.000080371
1.478,1473.4008410000,1473.29124,1473.580927,1473.28482481981,1.000080327
1.4785,1473.4007120000,1473.291181,1473.580927,1473.28476090323,1.000080282
1.479,1473.4005840000,1473.291123,1473.580927,1473.28469699740,1.000080237
1.4795,1473.4004550000,1473.291064,1473.580927,1473.28463310231,1.000080193
1.48,1473.4003260000,1473.291006,1473.580927,1473.28456921798,1.000080148
1.4805,1473.4001970000,1473.290948,1473.580928,1473.28450534440,1.000080104
1.481,1473.4000690000,1473.290889,1473.580928,1473.28444148157,1.000080059
1.4815,1473.3999400000,1473.290831,1473.580928,1473.28437762949,1.000080015
1.482,1473.3998110000,1473.290773,1473.580928,1473.28431378816,1.00007997
1.4825,1473.3996830000,1473.290715,1473.580928,1473.28424995759,1.000079926
1.483,1473.3995540000,1473.290656,1473.580928,1473.28418613777,1.000079881
1.4835,1473.3994260000,1473.290598,1473.580928,1473.28412232870,1.000079837
1.484,1473.3992970000,1473.29054,1473.580928,1473.28405853039,1.000079793
1.4845,1473.3991690000,1473.290482,1473.580929,1473.28399474284,1.000079748
1.485,1473.3990410000,1473.290423,1473.580929,1473.28393096604,1.000079704
1.4855,1473.3989120000,1473.290365,1473.580929,1473.28386720000,1.000079659
1.486,1473.3987840000,1473.290307,1473.580929,1473.28380344472,1.000079615
1.4865,1473.3986560000,1473.290249,1473.580929,1473.28373970020,1.000079571
1.487,1473.3985280000,1473.290191,1473.580929,1473.28367596644,1.000079526
1.4875,1473.3983990000,1473.290132,1473.580929,1473.28361224343,1.000079482
1.488,1473.3982710000,1473.290074,1473.580929,1473.28354853119,1.000079439
1.4885,1473.3981430000,1473.290016,1473.58093,1473.28348482971,1.000079394
1.489,1473.3980150000,1473.289958,1473.58093,1473.28342113899,1.00007935
1.4895,1473.3978870000,1473.2899,1473.58093,1473.28335745904,1.000079306
1.49,1473.3977590000,1473.289842,1473.58093,1473.28329378985,1.000079262
1.4905,1473.3976310000,1473.289784,1473.58093,1473.28323013142,1.000079218
1.491,1473.3975040000,1473.289726,1473.58093,1473.28316648376,1.000079173
1.4915,1473.3973760000,1473.289668,1473.58093,1473.28310284686,1.000079129
1.492,1473.3972480000,1473.28961,1473.58093,1473.28303922073,1.000079085
1.4925,1473.3971200000,1473.289551,1473.58093,1473.28297560536,1.000079041
1.493,1473.3969920000,1473.289493,1473.580931,1473.28291200077,1.000078997
1.4935,1473.3968650000,1473.289435,1473.580931,1473.28284840694,1.000078953
1.494,1473.3967370000,1473.289377,1473.580931,1473.28278482387,1.00007891
1.4945,1473.3966100000,1473.289319,1473.580931,1473.28272125158,1.000078865
