Physical Time: Physical Time (s),star,cowan,parker,rectangle,star/ana
0.625,1473.6815250000,1473.40194,1473.566554,1473.40178849554,1.000191944
0.6255,1473.6813530000,1473.40189,1473.566605,1473.40173704078,1.000191863
0.626,1473.6811800000,1473.401839,1473.566655,1473.40168547517,1.000191783
0.6265,1473.6810080000,1473.401789,1473.566705,1473.40163379920,1.000191703
0.627,1473.6808360000,1473.401738,1473.566755,1473.40158201334,1.000191623
0.6275,1473.6806630000,1473.401687,1473.566805,1473.40153011807,1.000191543
0.628,1473.6804900000,1473.401636,1473.566855,1473.40147811387,1.000191462
0.6285,1473.6803170000,1473.401585,1473.566904,1473.40142600120,1.000191382
0.629,1473.6801440000,1473.401534,1473.566953,1473.40137378055,1.000191302
0.6295,1473.6799710000,1473.401483,1473.567003,1473.40132145236,1.000191222
0.63,1473.6797980000,1473.401431,1473.567052,1473.40126901713,1.000191141
0.6305,1473.6796240000,1473.40138,1473.5671,1473.40121647530,1.000191061
0.631,1473.6794510000,1473.401328,1473.567149,1473.40116382735,1.000190981
0.6315,1473.6792770000,1473.401277,1473.567197,1473.40111107374,1.0001909
0.632,1473.6791030000,1473.401225,1473.567246,1473.40105821492,1.00019082
0.6325,1473.6789290000,1473.401173,1473.567294,1473.40100525135,1.000190739
0.633,1473.6787550000,1473.401121,1473.567342,1473.40095218349,1.000190659
0.6335,1473.6785810000,1473.401069,1473.567389,1473.40089901180,1.000190578
0.634,1473.6784070000,1473.401017,1473.567437,1473.40084573673,1.000190498
0.6345,1473.6782320000,1473.400965,1473.567484,1473.40079235872,1.000190417
0.635,1473.6780580000,1473.400912,1473.567532,1473.40073887823,1.000190336
0.6355,1473.6778830000,1473.40086,1473.567579,1473.40068529571,1.000190256
0.636,1473.6777080000,1473.400807,1473.567626,1473.40063161160,1.000190175
0.6365,1473.6775330000,1473.400755,1473.567672,1473.40057782634,1.000190094
0.637,1473.6773580000,1473.400702,1473.567719,1473.40052394038,1.000190014
0.6375,1473.6771830000,1473.400649,1473.567765,1473.40046995415,1.000189933
0.638,1473.6770080000,1473.400596,1473.567812,1473.40041586811,1.000189852
0.6385,1473.6768320000,1473.400543,1473.567858,1473.40036168267,1.000189771
0.639,1473.6766570000,1473.40049,1473.567904,1473.40030739828,1.000189691
0.6395,1473.6764810000,1473.400437,1473.56795,1473.40025301537,1.00018961
0.64,1473.6763050000,1473.400383,1473.567995,1473.40019853438,1.000189529
0.6405,1473.6761300000,1473.40033,1473.568041,1473.40014395572,1.000189448
0.641,1473.6759540000,1473.400277,1473.568086,1473.40008927984,1.000189367
0.6415,1473.6757780000,1473.400223,1473.568131,1473.40003450716,1.000189286
0.642,1473.6756010000,1473.400169,1473.568176,1473.39997963809,1.000189205
0.6425,1473.6754250000,1473.400115,1473.568221,1473.39992467308,1.000189125
0.643,1473.6752490000,1473.400061,1473.568266,1473.39986961253,1.000189044
0.6435,1473.6750720000,1473.400008,1473.56831,1473.39981445687,1.000188963
0.644,1473.6748960000,1473.399953,1473.568354,1473.39975920651,1.000188882
0.6445,1473.6747190000,1473.399899,1473.568399,1473.39970386188,1.000188801
0.645,1473.6745420000,1473.399845,1473.568443,1473.39964842338,1.00018872
0.6455,1473.6743650000,1473.399791,1473.568487,1473.39959289144,1.000188639
0.646,1473.6741880000,1473.399736,1473.56853,1473.39953726645,1.000188558
0.6465,1473.6740110000,1473.399682,1473.568574,1473.39948154884,1.000188477
0.647,1473.6738340000,1473.399627,1473.568617,1473.39942573901,1.000188396
0.6475,1473.6736560000,1473.399572,1473.568661,1473.39936983736,1.000188314
0.648,1473.6734790000,1473.399518,1473.568704,1473.39931384431,1.000188234
0.6485,1473.6733010000,1473.399463,1473.568747,1473.39925776025,1.000188152
0.649,1473.6731230000,1473.399408,1473.56879,1473.39920158560,1.000188071
0.6495,1473.6729460000,1473.399353,1473.568832,1473.39914532074,1.00018799
0.65,1473.6727680000,1473.399298,1473.568875,1473.39908896607,1.000187909
0.6505,1473.6725900000,1473.399242,1473.568917,1473.39903252201,1.000187828
0.651,1473.6724120000,1473.399187,1473.568959,1473.39897598893,1.000187746
0.6515,1473.6722340000,1473.399132,1473.569001,1473.39891936724,1.000187665
0.652,1473.6720550000,1473.399076,1473.569043,1473.39886265732,1.000187584
0.6525,1473.6718770000,1473.39902,1473.569085,1473.39880585957,1.000187503
0.653,1473.6716980000,1473.398965,1473.569127,1473.39874897438,1.000187422
0.6535,1473.6715200000,1473.398909,1473.569168,1473.39869200214,1.00018734
0.654,1473.6713410000,1473.398853,1473.56921,1473.39863494322,1.000187259
0.6545,1473.6711630000,1473.398797,1473.569251,1473.39857779802,1.000187178
0.655,1473.6709840000,1473.398741,1473.569292,1473.39852056693,1.000187096
0.6555,1473.6708050000,1473.398685,1473.569333,1473.39846325031,1.000187015
0.656,1473.6706260000,1473.398629,1473.569374,1473.39840584855,1.000186934
0.6565,1473.6704470000,1473.398573,1473.569414,1473.39834836204,1.000186852
0.657,1473.6702670000,1473.398517,1473.569455,1473.39829079115,1.000186771
0.6575,1473.6700880000,1473.39846,1473.569495,1473.39823313624,1.000186689
0.658,1473.6699090000,1473.398404,1473.569535,1473.39817539771,1.000186608
0.6585,1473.6697290000,1473.398347,1473.569575,1473.39811757592,1.000186527
0.659,1473.6695500000,1473.39829,1473.569615,1473.39805967124,1.000186445
0.6595,1473.6693700000,1473.398234,1473.569655,1473.39800168404,1.000186364
0.66,1473.6691900000,1473.398177,1473.569695,1473.39794361469,1.000186283
0.6605,1473.6690100000,1473.39812,1473.569734,1473.39788546356,1.000186201
0.661,1473.6688300000,1473.398063,1473.569774,1473.39782723101,1.000186119
0.6615,1473.6686500000,1473.398006,1473.569813,1473.39776891741,1.000186038
0.662,1473.6684700000,1473.397949,1473.569852,1473.39771052312,1.000185956
0.6625,1473.6682900000,1473.397892,1473.569891,1473.39765204850,1.000185875
0.663,1473.6681100000,1473.397834,1473.56993,1473.39759349392,1.000185793
0.6635,1473.6679300000,1473.397777,1473.569968,1473.39753485972,1.000185712
0.664,1473.6677490000,1473.39772,1473.570007,1473.39747614626,1.000185631
0.6645,1473.6675690000,1473.397662,1473.570045,1473.39741735391,1.000185549
0.665,1473.6673880000,1473.397605,1473.570084,1473.39735848302,1.000185468
0.6655,1473.6672070000,1473.397547,1473.570122,1473.39729953393,1.000185386
0.666,1473.6670270000,1473.397489,1473.57016,1473.39724050700,1.000185304
0.6665,1473.6668460000,1473.397431,1473.570198,1473.39718140259,1.000185223
0.667,1473.6666650000,1473.397374,1473.570235,1473.39712222103,1.000185141
0.6675,1473.6664840000,1473.397316,1473.570273,1473.39706296267,1.000185059
0.668,1473.6663030000,1473.397258,1473.57031,1473.39700362787,1.000184978
0.6685,1473.6661220000,1473.397199,1473.570348,1473.39694421696,1.000184896
0.669,1473.6659400000,1473.397141,1473.570385,1473.39688473029,1.000184815
0.6695,1473.6657590000,1473.397083,1473.570422,1473.39682516820,1.000184733
0.67,1473.6655780000,1473.397025,1473.570459,1473.39676553103,1.000184651
0.6705,1473.6653960000,1473.396966,1473.570496,1473.39670581913,1.00018457
0.671,1473.6652150000,1473.396908,1473.570533,1473.39664603281,1.000184488
0.6715,1473.6650330000,1473.396849,1473.570569,1473.39658617244,1.000184406
0.672,1473.6648520000,1473.396791,1473.570606,1473.39652623833,1.000184325
0.6725,1473.6646700000,1473.396732,1473.570642,1473.39646623082,1.000184244
0.673,1473.6644880000,1473.396673,1473.570678,1473.39640615025,1.000184161
0.6735,1473.6643060000,1473.396615,1473.570714,1473.39634599694,1.00018408
0.674,1473.6641240000,1473.396556,1473.57075,1473.39628577123,1.000183998
0.6745,1473.6639420000,1473.396497,1473.570786,1473.39622547344,1.000183916
0.675,1473.6637600000,1473.396438,1473.570822,1473.39616510391,1.000183835
0.6755,1473.6635780000,1473.396379,1473.570857,1473.39610466295,1.000183753
0.676,1473.6633960000,1473.39632,1473.570892,1473.39604415089,1.000183671
0.6765,1473.6632130000,1473.39626,1473.570928,1473.39598356805,1.00018359
0.677,1473.6630310000,1473.396201,1473.570963,1473.39592291477,1.000183508
0.6775,1473.6628490000,1473.396142,1473.570998,1473.39586219135,1.000183426
0.678,1473.6626660000,1473.396082,1473.571033,1473.39580139811,1.000183344
0.6785,1473.6624830000,1473.396023,1473.571068,1473.39574053538,1.000183263
0.679,1473.6623010000,1473.395963,1473.571102,1473.39567960347,1.000183181
0.6795,1473.6621180000,1473.395904,1473.571137,1473.39561860270,1.000183099
0.68,1473.6619350000,1473.395844,1473.571171,1473.39555753338,1.000183018
0.6805,1473.6617530000,1473.395784,1473.571206,1473.39549639583,1.000182936
0.681,1473.6615700000,1473.395724,1473.57124,1473.39543519035,1.000182854
0.6815,1473.6613870000,1473.395664,1473.571274,1473.39537391726,1.000182772
0.682,1473.6612040000,1473.395605,1473.571308,1473.39531257687,1.000182691
0.6825,1473.6610210000,1473.395545,1473.571342,1473.39525116948,1.000182609
0.683,1473.6608370000,1473.395484,1473.571376,1473.39518969540,1.000182527
0.6835,1473.6606540000,1473.395424,1473.571409,1473.39512815495,1.000182445
0.684,1473.6604710000,1473.395364,1473.571443,1473.39506654841,1.000182363
0.6845,1473.6602880000,1473.395304,1473.571476,1473.39500487610,1.000182282
0.685,1473.6601040000,1473.395244,1473.571509,1473.39494313832,1.0001822
0.6855,1473.6599210000,1473.395183,1473.571543,1473.39488133536,1.000182118
0.686,1473.6597370000,1473.395123,1473.571576,1473.39481946754,1.000182036
0.6865,1473.6595540000,1473.395062,1473.571608,1473.39475753514,1.000181955
0.687,1473.6593700000,1473.395002,1473.571641,1473.39469553847,1.000181873
0.6875,1473.6591860000,1473.394941,1473.571674,1473.39463347782,1.000181791
0.688,1473.6590030000,1473.39488,1473.571707,1473.39457135348,1.000181709
0.6885,1473.6588190000,1473.39482,1473.571739,1473.39450916575,1.000181627
0.689,1473.6586350000,1473.394759,1473.571771,1473.39444691493,1.000181545
0.6895,1473.6584510000,1473.394698,1473.571804,1473.39438460130,1.000181464
0.69,1473.6582670000,1473.394637,1473.571836,1473.39432222516,1.000181382
0.6905,1473.6580830000,1473.394576,1473.571868,1473.39425978679,1.000181301
0.691,1473.6578990000,1473.394515,1473.5719,1473.39419728648,1.000181219
0.6915,1473.6577150000,1473.394454,1473.571931,1473.39413472452,1.000181137
0.692,1473.6575310000,1473.394393,1473.571963,1473.39407210119,1.000181055
0.6925,1473.6573470000,1473.394331,1473.571995,1473.39400941679,1.000180973
0.693,1473.6571620000,1473.39427,1473.572026,1473.39394667159,1.000180891
0.6935,1473.6569780000,1473.394209,1473.572057,1473.39388386587,1.00018081
0.694,1473.6567940000,1473.394147,1473.572089,1473.39382099992,1.000180728
0.6945,1473.6566090000,1473.394086,1473.57212,1473.39375807402,1.000180646
0.695,1473.6564250000,1473.394024,1473.572151,1473.39369508844,1.000180564
0.6955,1473.6562400000,1473.393963,1473.572182,1473.39363204347,1.000180483
0.696,1473.6560560000,1473.393901,1473.572212,1473.39356893938,1.000180401
0.6965,1473.6558710000,1473.39384,1473.572243,1473.39350577645,1.000180319
0.697,1473.6556860000,1473.393778,1473.572274,1473.39344255495,1.000180237
0.6975,1473.6555010000,1473.393716,1473.572304,1473.39337927515,1.000180155
0.698,1473.6553170000,1473.393654,1473.572334,1473.39331593734,1.000180073
0.6985,1473.6551320000,1473.393592,1473.572365,1473.39325254177,1.000179992
0.699,1473.6549470000,1473.39353,1473.572395,1473.39318908872,1.00017991
0.6995,1473.6547620000,1473.393468,1473.572425,1473.39312557846,1.000179828
0.7,1473.6545770000,1473.393406,1473.572455,1473.39306201126,1.000179746
0.7005,1473.6543920000,1473.393344,1473.572485,1473.39299838738,1.000179665
0.701,1473.6542070000,1473.393282,1473.572514,1473.39293470709,1.000179583
0.7015,1473.6540220000,1473.39322,1473.572544,1473.39287097066,1.000179501
0.702,1473.6538370000,1473.393158,1473.572573,1473.39280717835,1.000179419
0.7025,1473.6536520000,1473.393095,1473.572603,1473.39274333043,1.000179338
0.703,1473.6534660000,1473.393033,1473.572632,1473.39267942715,1.000179256
0.7035,1473.6532810000,1473.39297,1473.572661,1473.39261546877,1.000179174
0.704,1473.6530960000,1473.392908,1473.57269,1473.39255145556,1.000179092
0.7045,1473.6529110000,1473.392845,1473.572719,1473.39248738777,1.00017901
0.705,1473.6527250000,1473.392783,1473.572748,1473.39242326567,1.000178929
0.7055,1473.6525400000,1473.39272,1473.572777,1473.39235908951,1.000178847
0.706,1473.6523540000,1473.392658,1473.572806,1473.39229485954,1.000178765
0.7065,1473.6521690000,1473.392595,1473.572834,1473.39223057602,1.000178683
0.707,1473.6519830000,1473.392532,1473.572863,1473.39216623920,1.000178602
0.7075,1473.6517980000,1473.392469,1473.572891,1473.39210184934,1.00017852
0.708,1473.6516120000,1473.392406,1473.57292,1473.39203740669,1.000178438
0.7085,1473.6514260000,1473.392343,1473.572948,1473.39197291150,1.000178357
0.709,1473.6512410000,1473.39228,1473.572976,1473.39190836402,1.000178275
0.7095,1473.6510550000,1473.392217,1473.573004,1473.39184376449,1.000178193
0.71,1473.6508690000,1473.392154,1473.573032,1473.39177911317,1.000178111
0.7105,1473.6506830000,1473.392091,1473.57306,1473.39171441030,1.00017803
0.711,1473.6504970000,1473.392028,1473.573087,1473.39164965613,1.000177948
0.7115,1473.6503120000,1473.391965,1473.573115,1473.39158485090,1.000177867
0.712,1473.6501260000,1473.391902,1473.573143,1473.39151999486,1.000177784
0.7125,1473.6499400000,1473.391838,1473.57317,1473.39145508825,1.000177703
0.713,1473.6497540000,1473.391775,1473.573197,1473.39139013131,1.000177621
0.7135,1473.6495680000,1473.391711,1473.573224,1473.39132512428,1.00017754
0.714,1473.6493820000,1473.391648,1473.573252,1473.39126006741,1.000177458
0.7145,1473.6491950000,1473.391584,1473.573279,1473.39119496093,1.000177377
0.715,1473.6490090000,1473.391521,1473.573306,1473.39112980507,1.000177295
0.7155,1473.6488230000,1473.391457,1473.573332,1473.39106460009,1.000177213
0.716,1473.6486370000,1473.391394,1473.573359,1473.39099934621,1.000177131
0.7165,1473.6484510000,1473.39133,1473.573386,1473.39093404366,1.00017705
0.717,1473.6482640000,1473.391266,1473.573412,1473.39086869269,1.000176968
0.7175,1473.6480780000,1473.391202,1473.573439,1473.39080329353,1.000176886
0.718,1473.6478920000,1473.391139,1473.573465,1473.39073784641,1.000176805
0.7185,1473.6477060000,1473.391075,1473.573492,1473.39067235155,1.000176723
0.719,1473.6475190000,1473.391011,1473.573518,1473.39060680920,1.000176642
0.7195,1473.6473330000,1473.390947,1473.573544,1473.39054121958,1.00017656
0.72,1473.6471460000,1473.390883,1473.57357,1473.39047558292,1.000176478
0.7205,1473.6469600000,1473.390819,1473.573596,1473.39040989945,1.000176397
0.721,1473.6467730000,1473.390755,1473.573622,1473.39034416940,1.000176316
0.7215,1473.6465870000,1473.390691,1473.573647,1473.39027839298,1.000176234
0.722,1473.6464000000,1473.390627,1473.573673,1473.39021257044,1.000176153
0.7225,1473.6462140000,1473.390562,1473.573699,1473.39014670198,1.000176071
0.723,1473.6460270000,1473.390498,1473.573724,1473.39008078784,1.00017599
0.7235,1473.6458400000,1473.390434,1473.573749,1473.39001482824,1.000175907
0.724,1473.6456540000,1473.390369,1473.573775,1473.38994882339,1.000175826
0.7245,1473.6454670000,1473.390305,1473.5738,1473.38988277353,1.000175745
0.725,1473.6452800000,1473.390241,1473.573825,1473.38981667886,1.000175663
0.7255,1473.6450940000,1473.390176,1473.57385,1473.38975053962,1.000175582
0.726,1473.6449070000,1473.390112,1473.573875,1473.38968435601,1.0001755
0.7265,1473.6447200000,1473.390047,1473.5739,1473.38961812826,1.000175419
0.727,1473.6445330000,1473.389983,1473.573925,1473.38955185657,1.000175337
0.7275,1473.6443460000,1473.389918,1473.573949,1473.38948554118,1.000175256
0.728,1473.6441600000,1473.389853,1473.573974,1473.38941918229,1.000175174
0.7285,1473.6439730000,1473.389789,1473.573998,1473.38935278011,1.000175093
0.729,1473.6437860000,1473.389724,1473.574023,1473.38928633486,1.000175011
0.7295,1473.6435990000,1473.389659,1473.574047,1473.38921984675,1.00017493
0.73,1473.6434120000,1473.389594,1473.574071,1473.38915331600,1.000174848
0.7305,1473.6432250000,1473.389529,1473.574095,1473.38908674281,1.000174767
0.731,1473.6430380000,1473.389464,1473.57412,1473.38902012739,1.000174686
0.7315,1473.6428510000,1473.389399,1473.574144,1473.38895346995,1.000174605
0.732,1473.6426640000,1473.389334,1473.574167,1473.38888677071,1.000174523
0.7325,1473.6424770000,1473.389269,1473.574191,1473.38882002986,1.000174441
0.733,1473.6422900000,1473.389204,1473.574215,1473.38875324761,1.00017436
0.7335,1473.6421030000,1473.389139,1473.574239,1473.38868642418,1.000174279
0.734,1473.6419150000,1473.389074,1473.574262,1473.38861955975,1.000174197
0.7345,1473.6417280000,1473.389009,1473.574286,1473.38855265455,1.000174117
0.735,1473.6415410000,1473.388944,1473.574309,1473.38848570877,1.000174035
0.7355,1473.6413540000,1473.388879,1473.574332,1473.38841872261,1.000173954
0.736,1473.6411670000,1473.388813,1473.574356,1473.38835169628,1.000173872
0.7365,1473.6409800000,1473.388748,1473.574379,1473.38828462997,1.000173791
0.737,1473.6407920000,1473.388683,1473.574402,1473.38821752389,1.00017371
0.7375,1473.6406050000,1473.388617,1473.574425,1473.38815037823,1.000173629
0.738,1473.6404180000,1473.388552,1473.574448,1473.38808319320,1.000173547
0.7385,1473.6402310000,1473.388486,1473.574471,1473.38801596899,1.000173466
0.739,1473.6400430000,1473.388421,1473.574493,1473.38794870580,1.000173385
0.7395,1473.6398560000,1473.388355,1473.574516,1473.38788140382,1.000173304
0.74,1473.6396690000,1473.38829,1473.574539,1473.38781406325,1.000173223
0.7405,1473.6394810000,1473.388224,1473.574561,1473.38774668429,1.000173141
0.741,1473.6392940000,1473.388158,1473.574584,1473.38767926712,1.00017306
0.7415,1473.6391070000,1473.388093,1473.574606,1473.38761181194,1.000172979
0.742,1473.6389190000,1473.388027,1473.574628,1473.38754431895,1.000172898
0.7425,1473.6387320000,1473.387961,1473.574651,1473.38747678834,1.000172817
0.743,1473.6385440000,1473.387896,1473.574673,1473.38740922028,1.000172735
0.7435,1473.6383570000,1473.38783,1473.574695,1473.38734161499,1.000172654
0.744,1473.6381700000,1473.387764,1473.574717,1473.38727397263,1.000172573
0.7445,1473.6379820000,1473.387698,1473.574739,1473.38720629341,1.000172492
0.745,1473.6377950000,1473.387632,1473.57476,1473.38713857751,1.000172411
0.7455,1473.6376070000,1473.387566,1473.574782,1473.38707082512,1.00017233
0.746,1473.6374200000,1473.3875,1473.574804,1473.38700303643,1.000172249
0.7465,1473.6372320000,1473.387434,1473.574825,1473.38693521161,1.000172168
0.747,1473.6370450000,1473.387368,1473.574847,1473.38686735085,1.000172087
0.7475,1473.6368570000,1473.387302,1473.574868,1473.38679945435,1.000172006
0.748,1473.6366700000,1473.387236,1473.57489,1473.38673152227,1.000171925
0.7485,1473.6364820000,1473.38717,1473.574911,1473.38666355481,1.000171844
0.749,1473.6362940000,1473.387104,1473.574932,1473.38659555214,1.000171763
0.7495,1473.6361070000,1473.387037,1473.574953,1473.38652751445,1.000171682
0.75,1473.6359190000,1473.386971,1473.574975,1473.38645944192,1.000171601
0.7505,1473.6357320000,1473.386905,1473.574996,1473.38639133473,1.00017152
0.751,1473.6355440000,1473.386839,1473.575016,1473.38632319305,1.000171439
0.7515,1473.6353560000,1473.386772,1473.575037,1473.38625501706,1.000171358
0.752,1473.6351690000,1473.386706,1473.575058,1473.38618680695,1.000171277
0.7525,1473.6349810000,1473.38664,1473.575079,1473.38611856288,1.000171196
0.753,1473.6347940000,1473.386573,1473.575099,1473.38605028504,1.000171116
0.7535,1473.6346060000,1473.386507,1473.57512,1473.38598197360,1.000171035
0.754,1473.6344180000,1473.38644,1473.57514,1473.38591362873,1.000170954
0.7545,1473.6342310000,1473.386374,1473.575161,1473.38584525061,1.000170873
0.755,1473.6340430000,1473.386307,1473.575181,1473.38577683942,1.000170792
0.7555,1473.6338550000,1473.386241,1473.575201,1473.38570839532,1.000170711
0.756,1473.6336680000,1473.386174,1473.575222,1473.38563991848,1.000170631
0.7565,1473.6334800000,1473.386107,1473.575242,1473.38557140909,1.00017055
0.757,1473.6332920000,1473.386041,1473.575262,1473.38550286730,1.000170469
0.7575,1473.6331050000,1473.385974,1473.575282,1473.38543429329,1.000170388
0.758,1473.6329170000,1473.385907,1473.575302,1473.38536568723,1.000170307
0.7585,1473.6327290000,1473.385841,1473.575322,1473.38529704929,1.000170227
0.759,1473.6325420000,1473.385774,1473.575341,1473.38522837963,1.000170146
0.7595,1473.6323540000,1473.385707,1473.575361,1473.38515967843,1.000170066
0.76,1473.6321660000,1473.38564,1473.575381,1473.38509094584,1.000169985
0.7605,1473.6319780000,1473.385573,1473.5754,1473.38502218204,1.000169904
0.761,1473.6317910000,1473.385506,1473.57542,1473.38495338718,1.000169824
0.7615,1473.6316030000,1473.38544,1473.575439,1473.38488456144,1.000169743
0.762,1473.6314150000,1473.385373,1473.575459,1473.38481570498,1.000169663
0.7625,1473.6312270000,1473.385306,1473.575478,1473.38474681796,1.000169582
0.763,1473.6310400000,1473.385239,1473.575497,1473.38467790055,1.000169501
0.7635,1473.6308520000,1473.385172,1473.575516,1473.38460895290,1.000169421
0.764,1473.6306640000,1473.385105,1473.575535,1473.38453997518,1.00016934
0.7645,1473.6304770000,1473.385038,1473.575554,1473.38447096755,1.000169259
0.765,1473.6302890000,1473.38497,1473.575573,1473.38440193017,1.000169179
0.7655,1473.6301010000,1473.384903,1473.575592,1473.38433286320,1.000169099
0.766,1473.6299130000,1473.384836,1473.575611,1473.38426376679,1.000169018
0.7665,1473.6297260000,1473.384769,1473.57563,1473.38419464111,1.000168938
0.767,1473.6295380000,1473.384702,1473.575649,1473.38412548631,1.000168857
0.7675,1473.6293500000,1473.384635,1473.575667,1473.38405630256,1.000168777
0.768,1473.6291620000,1473.384567,1473.575686,1473.38398709000,1.000168697
0.7685,1473.6289750000,1473.3845,1473.575704,1473.38391784879,1.000168616
0.769,1473.6287870000,1473.384433,1473.575723,1473.38384857909,1.000168535
0.7695,1473.6285990000,1473.384365,1473.575741,1473.38377928105,1.000168455
0.77,1473.6284110000,1473.384298,1473.575759,1473.38370995482,1.000168375
0.7705,1473.6282240000,1473.384231,1473.575778,1473.38364060057,1.000168295
0.771,1473.6280360000,1473.384163,1473.575796,1473.38357121844,1.000168214
0.7715,1473.6278480000,1473.384096,1473.575814,1473.38350180858,1.000168134
0.772,1473.6276600000,1473.384028,1473.575832,1473.38343237115,1.000168054
0.7725,1473.6274730000,1473.383961,1473.57585,1473.38336290629,1.000167973
0.773,1473.6272850000,1473.383893,1473.575868,1473.38329341416,1.000167893
0.7735,1473.6270970000,1473.383826,1473.575886,1473.38322389491,1.000167813
0.774,1473.6269090000,1473.383758,1473.575904,1473.38315434868,1.000167733
0.7745,1473.6267220000,1473.383691,1473.575921,1473.38308477563,1.000167652
0.775,1473.6265340000,1473.383623,1473.575939,1473.38301517589,1.000167572
0.7755,1473.6263460000,1473.383556,1473.575957,1473.38294554963,1.000167492
0.776,1473.6261590000,1473.383488,1473.575974,1473.38287589698,1.000167412
0.7765,1473.6259710000,1473.38342,1473.575992,1473.38280621810,1.000167332
0.777,1473.6257830000,1473.383353,1473.576009,1473.38273651312,1.000167252
0.7775,1473.6255950000,1473.383285,1473.576026,1473.38266678219,1.000167172
0.778,1473.6254080000,1473.383217,1473.576044,1473.38259702547,1.000167092
0.7785,1473.6252200000,1473.383149,1473.576061,1473.38252724308,1.000167011
0.779,1473.6250320000,1473.383082,1473.576078,1473.38245743518,1.000166931
0.7795,1473.6248450000,1473.383014,1473.576095,1473.38238760190,1.000166852
0.78,1473.6246570000,1473.382946,1473.576112,1473.38231774339,1.000166772
0.7805,1473.6244690000,1473.382878,1473.576129,1473.38224785980,1.000166691
0.781,1473.6242820000,1473.38281,1473.576146,1473.38217795125,1.000166611
0.7815,1473.6240940000,1473.382743,1473.576163,1473.38210801790,1.000166532
0.782,1473.6239060000,1473.382675,1473.57618,1473.38203805988,1.000166452
0.7825,1473.6237190000,1473.382607,1473.576197,1473.38196807733,1.000166372
0.783,1473.6235310000,1473.382539,1473.576213,1473.38189807039,1.000166292
0.7835,1473.6233430000,1473.382471,1473.57623,1473.38182803920,1.000166212
0.784,1473.6231560000,1473.382403,1473.576247,1473.38175798390,1.000166132
0.7845,1473.6229680000,1473.382335,1473.576263,1473.38168790462,1.000166052
0.785,1473.6227810000,1473.382267,1473.57628,1473.38161780150,1.000165973
0.7855,1473.6225930000,1473.382199,1473.576296,1473.38154767468,1.000165893
0.786,1473.6224050000,1473.382131,1473.576313,1473.38147752428,1.000165813
0.7865,1473.6222180000,1473.382063,1473.576329,1473.38140735046,1.000165733
0.787,1473.6220300000,1473.381994,1473.576345,1473.38133715333,1.000165654
0.7875,1473.6218430000,1473.381926,1473.576361,1473.38126693305,1.000165574
0.788,1473.6216550000,1473.381858,1473.576377,1473.38119668973,1.000165494
0.7885,1473.6214680000,1473.38179,1473.576393,1473.38112642351,1.000165414
0.789,1473.6212800000,1473.381722,1473.576409,1473.38105613452,1.000165335
0.7895,1473.6210920000,1473.381654,1473.576425,1473.38098582290,1.000165255
0.79,1473.6209050000,1473.381585,1473.576441,1473.38091548878,1.000165176
0.7905,1473.6207170000,1473.381517,1473.576457,1473.38084513229,1.000165096
0.791,1473.6205300000,1473.381449,1473.576473,1473.38077475355,1.000165016
0.7915,1473.6203420000,1473.381381,1473.576489,1473.38070435270,1.000164937
0.792,1473.6201550000,1473.381312,1473.576504,1473.38063392987,1.000164857
0.7925,1473.6199670000,1473.381244,1473.57652,1473.38056348519,1.000164777
0.793,1473.6197800000,1473.381176,1473.576536,1473.38049301877,1.000164698
0.7935,1473.6195930000,1473.381107,1473.576551,1473.38042253077,1.000164618
0.794,1473.6194050000,1473.381039,1473.576567,1473.38035202128,1.000164539
0.7945,1473.6192180000,1473.380971,1473.576582,1473.38028149046,1.00016446
0.795,1473.6190300000,1473.380902,1473.576597,1473.38021093842,1.00016438
0.7955,1473.6188430000,1473.380834,1473.576613,1473.38014036528,1.000164301
0.796,1473.6186560000,1473.380765,1473.576628,1473.38006977118,1.000164221
0.7965,1473.6184680000,1473.380697,1473.576643,1473.37999915623,1.000164142
0.797,1473.6182810000,1473.380628,1473.576658,1473.37992852057,1.000164063
0.7975,1473.6180930000,1473.38056,1473.576673,1473.37985786431,1.000163984
0.798,1473.6179060000,1473.380491,1473.576688,1473.37978718758,1.000163904
0.7985,1473.6177190000,1473.380423,1473.576703,1473.37971649050,1.000163824
0.799,1473.6175310000,1473.380354,1473.576718,1473.37964577320,1.000163745
0.7995,1473.6173440000,1473.380286,1473.576733,1473.37957503579,1.000163666
0.8,1473.6171570000,1473.380217,1473.576748,1473.37950427839,1.000163587
0.8005,1473.6169700000,1473.380149,1473.576763,1473.37943350114,1.000163507
0.801,1473.6167820000,1473.38008,1473.576778,1473.37936270414,1.000163429
0.8015,1473.6165950000,1473.380011,1473.576792,1473.37929188752,1.000163349
0.802,1473.6164080000,1473.379943,1473.576807,1473.37922105140,1.00016327
0.8025,1473.6162210000,1473.379874,1473.576821,1473.37915019589,1.000163191
0.803,1473.6160330000,1473.379805,1473.576836,1473.37907932112,1.000163112
0.8035,1473.6158460000,1473.379737,1473.57685,1473.37900842720,1.000163033
0.804,1473.6156590000,1473.379668,1473.576865,1473.37893751425,1.000162954
0.8045,1473.6154720000,1473.379599,1473.576879,1473.37886658239,1.000162875
0.805,1473.6152850000,1473.379531,1473.576894,1473.37879563173,1.000162796
0.8055,1473.6150980000,1473.379462,1473.576908,1473.37872466239,1.000162717
