Time,Parker,Cowen
0.0002,573.0,573.0
0.0004,573.0,573.0
0.0006,573.0,573.0
0.0008,573.0,573.0
0.001,573.0,573.0
0.0012,573.0,573.0
0.0014,573.0,573.0
0.0016,573.0,573.0
0.0018,573.0,573.0
0.002,573.0,573.0
0.0022,573.0,573.0
0.0024,573.0,573.0
0.0026,573.0,573.0
0.0028,573.0,573.0
0.003,573.0,573.0
0.0032,573.0000001555674,572.9999987854071
0.0034,573.000000036453,572.9999997779872
0.0036,573.0000000085288,573.0000000436814
0.0038,573.0000000019928,573.0000001133649
0.004,573.0000000004659,573.0000001300147
0.0042,573.0000000001155,573.000000132137
0.0044,573.0000000000603,573.0000001301502
0.0046,573.0000000001544,573.0000001269701
0.0048,573.000000000562,573.0000001236258
0.005,573.000000001898,573.000000121009
0.0052,573.0000000058401,573.0000001209086
0.0054,573.0000000165278,573.0000001275218
0.0056,573.0000000433923,573.0000001503208
0.0058,573.0000001065201,573.000000209414
0.006,573.0000002461505,573.0000003450534
0.0062,573.0000005386007,573.0000006335455
0.0064,573.0000011216587,573.0000012126418
0.0066,573.0000022332615,573.0000023201974
0.0068,573.000004268077,573.0000043507275
0.006999999999999999,573.0000078572107,573.0000079350824
0.0072,573.0000139768076,573.0000140489886
0.0074,573.0000240914808,573.0000241564077
0.0076,573.0000403384785,573.0000403936059
0.0078,573.0000657580896,573.0000657994304
0.008,573.0001045750706,573.0001045965677
0.0082,573.0001625348453,573.0001625275412
0.0084,573.0002472969517,573.0002472479053
0.0086,573.0003688867168,573.0003687776159
0.0088,573.0005402045083,573.000540009932
0.009000000000000001,573.0007775902649,573.0007772755248
0.0092,573.0011014393166,573.0011009578309
0.0094,573.0015368639769,573.0015361541094
0.0096,573.0021143939518,573.0021133752621
0.0098,573.0028707074199,573.0028692762621
0.01,573.0038493836485,573.0038474080649
0.0102,573.0051016673078,573.0050989811697
0.0104,573.0066872341989,573.0066836305393
0.0106,573.0086749479301,573.008670171443
0.0108,573.0111435971719,573.0111373358254
0.011000000000000001,573.0141826034136,573.0141744791694
0.0112,573.0178926896963,573.0178822483001
0.0114,573.022386501485,573.0223732013335
0.0116,573.0277891717078,573.0277723717757
0.0118,573.0342388229493,573.0342177697919
0.012,573.0418870008382,573.0418608146815
0.0122,573.0508990337585,573.050866693699
0.0124,573.0614543151434,573.0614146434888
0.0126,573.0737465057041,573.0736981514926
0.0128,573.0879836540429,573.0879250757833
0.013000000000000001,573.104388235128,573.1043176828157
0.0132,573.1231971070757,573.1231126035339
0.0134,573.1446613875879,573.1445607092007
0.0136,573.1690462522057,573.1689269091044
0.0138,573.1966306572544,573.196489873026
0.013999999999999999,573.2277069909918,573.2275416819816
0.0142,573.262580657007,573.2623874112836
0.0144,573.3015695943533,573.3013446504178
0.0146,573.3450037392639,573.3447429645674
0.0148,573.3932244335496,573.3929233029049
0.015,573.4465837849841,573.4462373589374
0.0152,573.5054439850726,573.5050468883095
0.0154,573.570176589665,573.5697229895263
0.0156,573.6411617678392,573.6406453530135
0.0158,573.7187875244215,573.7182014838759
0.016,573.8034489013683,573.8027859035993
0.0162,573.895547163118,573.8947993357573
0.0164,573.995488970753,573.9946478806153
0.0166,574.103685549671,574.1027421832753
0.0168,574.2205518551409,574.2194965997711
0.017,574.3465057399077,574.3453283652541
0.0172,574.4819671277005,574.4806567681292
0.0174,574.627357196226,574.6259023337107
